it,slug
wrath of ukko,wrath_of_ukko
elusive retribution,elusive_retribution
divine retribution,divine_retribution
damage decoy,damage_decoy
parasitic vitality,parasitic_vitality
axios javelineers,axios_javelineers
recrystalize,recrystalize
warrior's rest,warriors_rest
guardian armor,guardian_armor
valence formation,valence_formation
protea prime set,protea_prime_set
protea prime (schema),protea_prime_blueprint
protea prime - neurottiche (schema),protea_prime_neuroptics_blueprint
protea prime - chassis (schema),protea_prime_chassis_blueprint
protea prime - sistemi (schema),protea_prime_systems_blueprint
reliquia axi b8,axi_b8_relic
reliquia axi f2,axi_f2_relic
reliquia axi p7,axi_p7_relic
reliquia neo m5,neo_m5_relic
reliquia neo a12,neo_a12_relic
reliquia neo p6,neo_p6_relic
reliquia neo o2,neo_o2_relic
reliquia meso w5,meso_w5_relic
reliquia meso w4,meso_w4_relic
reliquia meso g7,meso_g7_relic
reliquia meso v9,meso_v9_relic
reliquia lith t12,lith_t12_relic
reliquia lith p9,lith_p9_relic
velox prime set,velox_prime_set
velox prime (schema),velox_prime_blueprint
velox prime - canna,velox_prime_barrel
velox prime - castello,velox_prime_receiver
okina prime set,okina_prime_set
okina prime (schema),okina_prime_blueprint
okina prime - impugnatura,okina_prime_handle
okina prime - lama,okina_prime_blade
clip delegation,clip_delegation
photon overcharge,photon_overcharge
cinta (schema),cinta_blueprint
arcane ice storm,arcane_ice_storm
secondary surge,secondary_surge
arcane battery,arcane_battery
secondary fortifier,secondary_fortifier
simulacrum: sala da ballo,the_ballroom_simulacrum
simulacrum: cittadella,the_citadel_simulacrum
simulacrum: arena dell'orowyrm,orowyrm_arena_simulacrum
sanctum simulacrum,sanctum_simulacrum
simulacrum: arena di zanuka,zanuka_arena_simulacrum
simulacrum: asteroide grineer,grineer_asteroid_simulacrum
simulacrum: relitto orokin,orokin_derelict_simulacrum
simulacrum: arena di ambulas,ambulas_arena_simulacrum
simulacrum: tempio red veil,red_veil_temple_simulacrum
simulacrum: cortile illuminato dalla luna,moonlit_courtyard_simulacrum
shotgun elementalist,shotgun_elementalist
semi-shotgun cannonade,shotgun_cannonade
rifle elementalist,rifle_elementalist
semi-rifle cannonade,semi_rifle_cannonade
pistol elementalist,pistol_elementalist
semi-pistol cannonade,semi_pistol_cannonade
melee elementalist,melee_elementalist
dark propagation,dark_propagation
temporal artillery,temporal_artillery
spectral spirit,spectral_spirit
wrecking wall,wrecking_wall
melee afflictions,melee_afflictions
primed dual rounds,primed_dual_rounds
reliquia lith e1,lith_e1_relic
reliquia lith k11,lith_k11_relic
reliquia lith h10,lith_h10_relic
reliquia meso s14,meso_s14_relic
reliquia meso b10,meso_b10_relic
reliquia meso n16,meso_n16_relic
reliquia meso s13,meso_s13_relic
reliquia neo g5,neo_g5_relic
reliquia axi r4,axi_r4_relic
reliquia axi t11,axi_t11_relic
reliquia axi s15,axi_s15_relic
primed deadly efficiency,primed_deadly_efficiency
reliquia neo g6,neo_g6_relic
reliquia axi m5,axi_m5_relic
akmagnus prime set,akmagnus_prime_set
akmagnus prime (schema),akmagnus_prime_blueprint
akmagnus prime - collegamento,akmagnus_prime_link
sevagoth prime set,sevagoth_prime_set
sevagoth prime (schema),sevagoth_prime_blueprint
sevagoth prime - neurottiche (schema),sevagoth_prime_neuroptics_blueprint
sevagoth prime - chassis (schema),sevagoth_prime_chassis_blueprint
sevagoth prime - sistemi (schema),sevagoth_prime_systems_blueprint
reliquia axi s17,axi_s17_relic
reliquia axi s16,axi_s16_relic
reliquia axi o6,axi_o6_relic
reliquia neo p7,neo_p7_relic
reliquia neo b9,neo_b9_relic
reliquia neo z11,neo_z11_relic
reliquia neo g7,neo_g7_relic
reliquia neo a13,neo_a13_relic
reliquia neo e4,neo_e4_relic
reliquia meso f5,meso_f5_relic
reliquia meso a7,meso_a7_relic
reliquia meso h7,meso_h7_relic
reliquia meso n17,meso_n17_relic
reliquia lith g12,lith_g12_relic
reliquia lith n15,lith_n15_relic
reliquia lith w4,lith_w4_relic
reliquia lith c12,lith_c12_relic
epitaph prime set,epitaph_prime_set
epitaph prime (schema),epitaph_prime_blueprint
epitaph prime - canna,epitaph_prime_barrel
epitaph prime - castello,epitaph_prime_receiver
nautilus prime set,nautilus_prime_set
nautilus prime (schema),nautilus_prime_blueprint
nautilus prime- cervello,nautilus_prime_cerebrum
nautilus prime - carapace,nautilus_prime_carapace
nautilus prime - sistemi,nautilus_prime_systems
burning hate,burning_hate
unseen dread,unseen_dread
prey of dynar,prey_of_dynar
aegis gale,aegis_gale
coil recharge,coil_recharge
gastro,gastro
higasa serration,higasa_serration
amanata pressure,amanata_pressure
sepsis claws,sepsis_claws
burning claws,burning_claws
shocking claws,shocking_claws
chilling claws,chilling_claws
assassin posture,assassin_posture
frenzied posture,frenzied_posture
protector posture,protector_posture
persistent posture,persistent_posture
elusive posture,elusive_posture
balanced posture,balanced_posture
resourceful retriever,resourceful_retriever
loyal retriever,loyal_retriever
prosperous retriever,prosperous_retriever
precision conditioning,precision_conditioning
immunity resistance,immunity_resistance
magnetic strike,magnetic_strike
bell ringer,bell_ringer
bloodthirst,bloodthirst
disabling conditioning,disabling_conditioning
cull the weak,cull_the_weak
brute conditioning,brute_conditioning
galvanized steel,galvanized_steel
galvanized reflex,galvanized_reflex
galvanized elementalist,galvanized_elementalist
reliquia lith d6,lith_d6_relic
reliquia meso h8,meso_h8_relic
reliquia neo c5,neo_c5_relic
reliquia neo k8,neo_k8_relic
reliquia axi g13,axi_g13_relic
reliquia axi n11,axi_n11_relic
xaku prime set,xaku_prime_set
xaku prime (schema),xaku_prime_blueprint
xaku prime - neurottiche (schema),xaku_prime_neuroptics_blueprint
xaku prime - chassis (schema),xaku_prime_chassis_blueprint
xaku prime - sistemi (schema),xaku_prime_systems_blueprint
trumna prime set,trumna_prime_set
trumna prime (schema),trumna_prime_blueprint
trumna prime - canna,trumna_prime_barrel
trumna prime - castello,trumna_prime_receiver
trumna prime - calcio,trumna_prime_stock
quassus prime set,quassus_prime_set
quassus prime (schema),quassus_prime_blueprint
quassus prime - impugnatura,quassus_prime_handle
quassus prime - lama,quassus_prime_blade
reliquia axi a19,axi_a19_relic
reliquia axi g14,axi_g14_relic
reliquia axi h8,axi_h8_relic
reliquia axi t12,axi_t12_relic
reliquia neo w2,neo_w2_relic
reliquia neo g8,neo_g8_relic
reliquia neo q1,neo_q1_relic
reliquia neo l4,neo_l4_relic
reliquia meso v10,meso_v10_relic
reliquia meso t7,meso_t7_relic
reliquia meso e6,meso_e6_relic
reliquia meso g8,meso_g8_relic
reliquia lith m9,lith_m9_relic
reliquia lith g13,lith_g13_relic
reliquia lith n16,lith_n16_relic
reliquia lith x1,lith_x1_relic
arcane crepuscular,arcane_crepuscular
arcane impetus,arcane_impetus
primary crux,primary_crux
secondary enervate,secondary_enervate
melee doughty,melee_doughty
arcane camisado,arcane_camisado
arcane bellicose,arcane_bellicose
arcane truculence,arcane_truculence
simulacro rotonda del centro commerciale,mall_rotunda_simulacrum
simulacrum: cortile höllvaniano,höllvanian_courtyard_simulacrum
scenario terrazza höllvaniana in estate,höllvanian_terrace_in_summer
scenario negozio di elettronica tech titan,tech_titan_electronics_store
scenario intersezione höllvaniana in inverno,höllvanian_intersection_in_winter
metropolitana del centro commerciale di höllvania,höllvania_central_mall_subway
scenario case popolari höllvaniane in estate,höllvanian_tenements_in_summer
scenario quartiere storico höllvaniano in primavera,höllvanian_historic_quarter_in_spring
scenario città vecchia höllvaniana in autunno,höllvanian_old_town_in_fall
scenario arcade orbit,orbit_arcade
scenario stanza sul retro del centro commerciale,central_mall_backroom
magnetic welt,magnetic_welt
magnetic strafe,magnetic_strafe
radon claws,radon_claws
magnetic claws,magnetic_claws
primary acuity,primary_acuity
spectral serration,spectral_serration
magnetic capacity,magnetic_capacity
pistol acuity,pistol_acuity
merciless gunfight,merciless_gunfight
magnetic rush,magnetic_rush
worthy comradery,worthy_comradery
summoner’s wrath,summoner’s_wrath
magnetized cycle,magnetized_cycle
magnetized core,magnetized_core
reconifex set,reconifex_set
reconifex - canna,reconifex_barrel
reconifex - castello,reconifex_receiver
reconifex - calcio,reconifex_stock
vesper 77 set,vesper_77_set
vesper 77 - canna,vesper_77_barrel
vesper 77 - castello,vesper_77_receiver
vesper 77 - impugnatura,vesper_77_handle
cedo prime set,cedo_prime_set
cedo prime (schema),cedo_prime_blueprint
cedo prime - castello,cedo_prime_receiver
cedo prime - canna,cedo_prime_barrel
cedo prime - calcio,cedo_prime_stock
dual zoren prime set,dual_zoren_prime_set
dual zoren prime (schema),dual_zoren_prime_blueprint
dual zoren prime - impugnatura,dual_zoren_prime_handle
dual zoren prime - lama,dual_zoren_prime_blade
lavos prime set,lavos_prime_set
lavos prime (schema),lavos_prime_blueprint
lavos prime - neurottiche (schema),lavos_prime_neuroptics_blueprint
lavos prime - chassis (schema),lavos_prime_chassis_blueprint
lavos prime - sistemi (schema),lavos_prime_systems_blueprint
reliquia axi p9,axi_p9_relic
reliquia axi m6,axi_m6_relic
reliquia axi z2,axi_z2_relic
reliquia axi f3,axi_f3_relic
reliquia axi p8,axi_p8_relic
reliquia neo d9,neo_d9_relic
reliquia neo t9,neo_t9_relic
reliquia neo x1,neo_x1_relic
reliquia neo c6,neo_c6_relic
reliquia meso a8,meso_a8_relic
reliquia lith s16,lith_s16_relic
reliquia lith a7,lith_a7_relic
reliquia lith q1,lith_q1_relic
reliquia lith l5,lith_l5_relic
reliquia meso p15,meso_p15_relic
biotic rounds,biotic_rounds
leaded gas,leaded_gas
reliquia lith s17,lith_s17_relic
reliquia meso s15,meso_s15_relic
reliquia meso m5,meso_m5_relic
reliquia neo n19,neo_n19_relic
reliquia neo s19,neo_s19_relic
reliquia axi n12,axi_n12_relic
worm away,worm_away
trojan tracker,trojan_tracker
soft safe,soft_safe
anti-v,anti_v
byteryte,byteryte
keep-clean,keep_clean
drive-duster,drive_duster
computer cop,computer_cop
quick correct,quick_correct
immuno shield,immuno_shield
instant secure,instant_secure
threat blocker,threat_blocker
turbo protect,turbo_protect
scenario stadio technocyte coda,technocyte_coda_stadium_scene
cataclysmic gate,cataclysmic_gate
omikuji's fortune,omikujis_fortune
conductive sphere,conductive_sphere
fused crucible,fused_crucible
arcane escapist,arcane_escapist
arcane hot shot,arcane_hot_shot
arcane universal fallout,arcane_universal_fallout
riot-848 set,riot_848_set
riot-848 - canna (schema),riot_848_barrel
riot-848 - castello (schema),riot_848_receiver
riot-848 - calcio (schema),riot_848_stock
purgator 1 set,purgator_1_set
purgator 1 - canna,purgator_1_barrel
purgator 1 - castello,purgator_1_receiver
purgator 1 - calcio,purgator_1_stock
efv-5 jupiter set,efv_5_jupiter_set
efv-5 jupiter - canna,efv_5_jupiter_barrel
efv-5 jupiter - castello,efv_5_jupiter_receiver
efv-5 jupiter - calcio,efv_5_jupiter_stock
efv-8 mars set,efv_8_mars_set
efv-8 mars - canna,efv_8_mars_barrel
efv-8 mars - castello,efv_8_mars_receiver
efv-8 mars - calcio,efv_8_mars_stock
dual viciss set,dual_viciss_set
dual viciss - lama,dual_viciss_blade
dual viciss - elsa,dual_viciss_hilt
primed steady hands,primed_steady_hands
primed stabilizer,primed_stabilizer
primed counterbalance,primed_counterbalance
reliquia lith a8,lith_a8_relic
reliquia lith q2,lith_q2_relic
reliquia lith y1,lith_y1_relic
reliquia lith z4,lith_z4_relic
reliquia meso k7,meso_k7_relic
reliquia meso p16,meso_p16_relic
reliquia neo a14,neo_a14_relic
reliquia neo d10,neo_d10_relic
reliquia neo g9,neo_g9_relic
reliquia axi n13,axi_n13_relic
reliquia axi v12,axi_v12_relic
reliquia axi y1,axi_y1_relic
yareli prime set,yareli_prime_set
yareli prime (schema),yareli_prime_blueprint
yareli prime - neurottiche (schema),yareli_prime_neuroptics_blueprint
yareli prime - chassis (schema),yareli_prime_chassis_blueprint
yareli prime - sistemi (schema),yareli_prime_systems_blueprint
daikyu prime set,daikyu_prime_set
daikyu prime (schema),daikyu_prime_blueprint
daikyu prime - flettente inferiore,daikyu_prime_lower_limb
daikyu prime - flettente superiore,daikyu_prime_upper_limb
daikyu prime - impugnatura,daikyu_prime_grip
daikyu prime - corda,daikyu_prime_string
kompressa prime set,kompressa_prime_set
kompressa prime (schema),kompressa_prime_blueprint
kompressa prime - canna,kompressa_prime_barrel
kompressa prime - castello,kompressa_prime_reciever
reliquia axi c9,axi_c9_relic
scenario sotterranei crollati di höllvania,höllvanian_collapsed_underground_scene
scenario parco giochi di lavos,lavos_playplace_scene
scenario raccordo metropolitana höllvaniana,höllvanian_subway_junction_scene
reliquia lith t13,lith_t13_relic
reliquia lith a9,lith_a9_relic
reliquia meso r6,meso_r6_relic
reliquia neo p8,neo_p8_relic
reliquia axi b9,axi_b9_relic
reliquia meso t8,meso_t8_relic
reliquia lith m10,lith_m10_relic
pain points,pain_points
spontaneous singularity,spontaneous_singularity
volatile recompense,volatile_recompense
prismatic companion,prismatic_companion
razor mortar,razor_mortar
jade's judgment,jades_judgment
primed smite the murmur,primed_smite_the_murmur
scenario arena dell'octopede,octopede_arena_scene
scenario isolotto nebuloso tessitrice di isole,isleweaver_cloud_islet_scene
scenario atollo tessitrice di isole,isleweaver_drift_atoll_scene
scenario approdo dell'erudito,scholars_landing_scene
scenario sala del trono duviri,duviri_throne_room_scene
scenario palco di solstice square,solstice_square_stage_scene
scenario fortezza di kullervo,kullervos_hold_scene
primed expel the murmur,primed_expel_the_murmur
primed cleanse the murmur,primed_cleanse_the_murmur
caliban prime set,caliban_prime_set
caliban prime (schema),caliban_prime_blueprint
caliban prime - neurottiche (schema),caliban_prime_neuroptics_blueprint
caliban prime - chassis (schema),caliban_prime_chassis_blueprint
caliban prime - sistemi (schema),caliban_prime_systems_blueprint
vadarya prime set,vadarya_prime_set
vadarya prime (schema),vadarya_prime_blueprint
vadarya prime - canna,vadarya_prime_barrel
vadarya prime - castello,vadarya_prime_receiver
vadarya prime - calcio,vadarya_prime_stock
venato prime set,venato_prime_set
venato prime (schema),venato_prime_blueprint
venato prime - lama,venato_prime_blade
venato prime - impugnatura,venato_prime_handle
reliquia axi y2,axi_o7_relic
reliquia axi c10,axi_c10_relic
reliquia axi v13,axi_v13_relic
reliquia axi s18,axi_s18_relic
reliquia neo a15,neo_a15_relic
reliquia meso g9,meso_g9_relic
reliquia meso v12,meso_v12_relic
reliquia meso v11,meso_v11_relic
reliquia meso l3,meso_l3_relic
reliquia lith k12,lith_k12_relic
reliquia lith a10,lith_a10_relic
reliquia lith e2,lith_e2_relic
reliquia lith o4,lith_o4_relic
reliquia lith n17,lith_n17_relic
reliquia lith c13,lith_c13_relic
helminth charger imprint,helminth_charger_imprint
primed bane of the murmur,primed_bane_of_the_murmur
lingering transmutation,lingering_transmutation
untime rift,untime_rift
tharros lethality,tharros_lethality
reverse rotorswell,reverse_rotorswell
scultura ayatan chattraka,ayatan_chattraka_sculpture
scenario base d'avanzata miniere profonde,deepmines_forward_base_scene
scenario miniere profonde,deepmines_scene
scenario grotte miniere profonde,deepmines_caves_scene
scenario laboratorio miniere profonde,deepmines_lab_scene
scenario centro di lavorazione dei nutrienti miniere profonde,deepmines_nutrient_plant_scene
scenario cinque destini,five_fates_scene
scenario l'insegnante - dojo,the_teacher_dojo_scene
scenario l'insegnante - terra,the_teacher_earth_scene
scenario l'insegnante - reattore,the_teacher_reactor_scene
scenario l'insegnante - nave,the_teacher_ship_scene
peculiar end,peculiar_end
dreadful killshot,dreadful_killshot
reliquia axi s19,axi_s19_relic
reliquia axi w4,axi_w4_relic
reliquia neo h4,neo_h4_relic
reliquia meso g10,meso_g10_relic
reliquia lith f3,lith_f3_relic
reliquia lith l6,lith_l6_relic
necrophagic vigor,necrophagic_vigor
gyre prime set,gyre_prime_set
gyre prime (schema),gyre_prime_blueprint
gyre prime - neurottiche (schema),gyre_prime_neuroptics_blueprint
gyre prime - chassis (schema),gyre_prime_chassis_blueprint
gyre prime - sistemi (schema),gyre_prime_systems_blueprint
alternox prime set,alternox_prime_set
alternox prime (schema),alternox_prime_blueprint
alternox prime - canna,alternox_prime_barrel
alternox prime - castello,alternox_prime_receiver
alternox prime - calcio,alternox_prime_stock
kestrel prime set,kestrel_prime_set
kestrel prime (schema),kestrel_prime_blueprint
kestrel prime - impugnatura,kestrel_prime_grip
kestrel prime - lama,kestrel_prime_blade
reliquia axi t13,axi_t13_relic
reliquia axi a20,axi_a20_relic
reliquia neo t10,neo_t10_relic
reliquia neo o3,neo_o3_relic
reliquia neo c7,neo_c7_relic
reliquia neo p9,neo_p9_relic
reliquia neo k9,neo_k9_relic
reliquia meso x1,meso_x1_relic
reliquia meso a9,meso_a9_relic
reliquia meso y1,meso_y1_relic
reliquia meso v14,meso_v14_relic
reliquia meso p17,meso_p17_relic
reliquia meso v13,meso_v13_relic
reliquia lith g14,lith_g14_relic
reliquia lith n18,lith_n18_relic
reliquia lith d7,lith_d7_relic
arcane persistence,arcane_persistence
arcane expertise,arcane_expertise
arcane circumvent,arcane_circumvent
primary bulwark,primary_bulwark
primary overcharge,primary_overcharge
secondary irradiate,secondary_irradiate
primary debilitate,primary_debilitate
arcane concentration,arcane_concentration
melee careen,melee_careen
harrowing spire,harrowing_spire
reliquia lith l7,lith_l7_relic
arena dell'oblio di roathe,roathes_oblivion_arena
scenario stanza di lyon,lyons_room_scene
scenario stanza di marie,maries_room_scene
scenario la cathédrale,la_cathédrale_scene
scenario postazione di boro,boro_overlook_scene
scenario cannone makvos,makvos_cannon_scene
scenario seminatore di mondi,world_seeder_scene
scenario manifestazione di perita,trauma_manifestation_arena
scenario forte tennadis,fort_tennadis_scene
ubri-kaneph,ubri_kaneph
sey-taph,sey_taph
lashta-vak,lashta_vak
empazu-shol,empazu_shol
metem-erun,metem_erun
da-ren,da_ren
ulashta-shol,ulashta_shol
sil-tabol,sil_tabol
evir-ti,evir_ti
yar dal,yar_dal
metem-hakh,metem_hakh
kaal-zidi,kaal_zidi
vikla-safor,vikla_safor
talsek-an,talsek_an
esti vel-ikha,esti_vel_ikha
hok-kaal,hok_kaal
omn-evi,omn_evi
lorun-tash,lorun_tash
vik-anam,vik_anam
hayan-dabor,hayan_dabor
reliquia avanguardia c1,vanguard_c1_relic
reliquia avanguardia p1,vanguard_p1_relic
reliquia avanguardia m1,vanguard_m1_relic
reliquia avanguardia e1,vanguard_e1_relic
primed venomous clip,primed_venomous_clip
zid-an sek-eel,zid-an-sek-eel
zid-an asheir,zid-an-asheir
zid-an uskos,zid-an-uskos
zid-an haras,zid-an-haras
zid-an osbok,zid-an-osbok
primed ammo chain,primed_ammo_chain
