pl,slug
corufell: lufa,corufell_barrel
hildryn prime - schemat,hildryn_prime_blueprint
hildryn prime: systemy - schemat,hildryn_prime_systems_blueprint
shade prime - schemat,shade_prime_blueprint
hildryn prime: zestaw,hildryn_prime_set
shade prime: systemy,shade_prime_systems
larkspur prime: zestaw,larkspur_prime_set
hildryn prime: neuroptyka - schemat,hildryn_prime_neuroptics_blueprint
larkspur prime: lufa,larkspur_prime_barrel
shade prime: mózg,shade_prime_cerebrum
shade prime: zestaw,shade_prime_set
larkspur prime: kolba,larkspur_prime_stock
hildryn prime: powłoka - schemat,hildryn_prime_chassis_blueprint
larkspur prime: korpus,larkspur_prime_receiver
shade prime: karapaks,shade_prime_carapace
larkspur prime - schemat,larkspur_prime_blueprint
relikt lith s15,lith_s15_relic
relikt meso n14,meso_n14_relic
relikt lith r3,lith_r3_relic
relikt meso d7,meso_d7_relic
relikt axi h6,axi_h6_relic
relikt lith b11,lith_b11_relic
relikt meso s12,meso_s12_relic
relikt lith h8,lith_h8_relic
relikt meso h4,meso_h4_relic
relikt axi g10,axi_g10_relic
relikt axi a16,axi_a16_relic
relikt neo s17,neo_s17_relic
relikt neo n22,neo_n22_relic
relikt axi b6,axi_b6_relic
relikt axi k11,axi_k11_relic
relikt lith k10,lith_k10_relic
relikt neo l2,neo_l2_relic
relikt meso p11,meso_p11_relic
główna przeszkoda,primary_obstruct
arkanum intencji,arcane_intention
boczny dreszcz,secondary_shiver
relikt lith v10,lith_v10_relic
relikt meso p12,meso_p12_relic
celny strzał długiego łuku,longbow_sharpshot
scena: region spodgórza,netherbarrow_region_scene
wendeta strzelby,shotgun_vendetta
scena: opera w podziemiach,undercroft_opera_scene
relikt neo a10,neo_a10_relic
relikt axi k12,axi_k12_relic
relikt axi i3,axi_i3_relic
magus agresji,magus_aggress
relikt meso c7,meso_c7_relic
scena: park w podziemiach,undercroft_park_scene
scena: podgrodzie,castle_town_scene
scena: przysiołek kontynentalny,mainland_hamlets_scene
arkanum żniwiarza,arcane_reaper
scena: nadzamcze,upperhaven_scene
krawędź góry,mountains_edge
scena: arena orożmija,orowyrm_arena_scene
główne uradowanie,primary_exhilarate
cinta: górne ramię - schemat,cinta_upper_limb_blueprint
cinta: chwyt - schemat,cinta_grip_blueprint
cinta: cięciwa - schemat,cinta_string_blueprint
cinta: zestaw,cinta_set
cinta: dolne ramię - schemat,cinta_lower_limb_blueprint
scena: amfiteatr,amphitheater_scene
namaes,namaes
haav,haav
xiran,xiran
scena: jaskinia teshina,teshins_cave_scene
seonn,seonn
scena: archiwalia,archarbor_scene
inaak,inaak
lenz prisma,prisma_lenz
przypływ świadomego,sentient_surge
zapora świadomego,sentient_barrage
arkanum wzrostu mocy,arcane_power_ramp
zaraza broni głównej,primary_blight
wtórny wybuch,secondary_outburst
strzał ślizgowy akimbo,akimbo_slip_shot
rauta: lufa,rauta_barrel
rauta: zestaw,rauta_set
rauta: korpus,rauta_receiver
rauta: kolba,rauta_stock
relikt neo l3,neo_l3_relic
relikt meso c8,meso_c8_relic
wisp prime: powłoka - schemat,wisp_prime_chassis_blueprint
gunsen prime - schemat,gunsen_prime_blueprint
gunsen prime: zestaw,gunsen_prime_set
fulmin prime - schemat,fulmin_prime_blueprint
gunsen prime: rękojeść,gunsen_prime_handle
fulmin prime: lufa,fulmin_prime_barrel
relikt neo c4,neo_c4_relic
relikt neo d7,neo_d7_relic
wisp prime: zestaw,wisp_prime_set
fulmin prime: zestaw,fulmin_prime_set
fulmin prime: kolba,fulmin_prime_stock
wisp prime: neuroptyka - schemat,wisp_prime_neuroptics_blueprint
relikt neo f2,neo_f2_relic
relikt neo n23,neo_n23_relic
relikt lith h9,lith_h9_relic
relikt meso g5,meso_g5_relic
nieustraszony bastion,intrepid_stand
relikt axi w3,axi_w3_relic
gunsen prime: ostrze,gunsen_prime_blade
wytrzymałość ulfruna,ulfruns_endurance
relikt lith w3,lith_w3_relic
relikt meso p13,meso_p13_relic
czasowa erozja,temporal_erosion
wisp prime: systemy - schemat,wisp_prime_systems_blueprint
mgławy cień,shadow_haze
fulmin prime: korpus,fulmin_prime_receiver
relikt meso k6,meso_k6_relic
relikt axi h7,axi_h7_relic
relikt neo t7,neo_t7_relic
wisp prime - schemat,wisp_prime_blueprint
przewaga eximusów,eximus_advantage
magazynek metamorficzny,metamorphic_magazine
scena: podium,dais_cay_scene
scena: rubieże podziemi,undercroft_outskirts_scene
scena: mała wyspa,little_cay_scene
scena: krater,crater_cay_scene
scena: kręte wyspy,winding_isles_scene
scena: zagłębie,basin_cay_scene
scena: obóz daksów w podziemiach,undercroft_dax_camp_scene
scena: miasteczko w podziemiach,undercroft_township_scene
scena: lunaro w podziemiach,undercroft_lunaro_scene
ohma prisma,prisma_ohma
relikt lith l4,lith_l4_relic
scena: zakwaterowanie w podziemiach,undercroft_lodging_scene
relikt axi d4,axi_d4_relic
relikt meso f4,meso_f4_relic
relikt neo b8,neo_b8_relic
relikt lith m8,lith_m8_relic
relikt lith o3,lith_o3_relic
relikt lith g7,lith_g7_relic
relikt meso n15,meso_n15_relic
relikt meso z5,meso_z5_relic
relikt axi p5,axi_p5_relic
relikt axi a17,axi_a17_relic
relikt axi l6,axi_l6_relic
relikt axi g12,axi_g12_relic
relikt axi g11,axi_g11_relic
relikt neo d8,neo_d8_relic
relikt neo k7,neo_k7_relic
relikt neo k6,neo_k6_relic
relikt neo s18,neo_s18_relic
relikt neo z10,neo_z10_relic
relikt meso w3,meso_w3_relic
relikt meso c9,meso_c9_relic
relikt meso p14,meso_p14_relic
relikt meso b8,meso_b8_relic
relikt meso m4,meso_m4_relic
relikt lith n14,lith_n14_relic
relikt lith t10,lith_t10_relic
relikt lith c10,lith_c10_relic
relikt lith r4,lith_r4_relic
relikt lith g8,lith_g8_relic
grendel prime: zestaw,grendel_prime_set
grendel prime - schemat,grendel_prime_blueprint
grendel prime: neuroptyka - schemat,grendel_prime_neuroptics_blueprint
grendel prime: powłoka - schemat,grendel_prime_chassis_blueprint
grendel prime: systemy - schemat,grendel_prime_systems_blueprint
masseter prime: zestaw,masseter_prime_set
masseter prime - schemat,masseter_prime_blueprint
masseter prime: ostrze,masseter_prime_blade
masseter prime: rękojeść,masseter_prime_handle
zylok prime: zestaw,zylok_prime_set
zylok prime - schemat,zylok_prime_blueprint
zylok prime: lufa,zylok_prime_barrel
zylok prime: korpus,zylok_prime_receiver
katalizujące tarcze,catalyzing_shields
więź astralna,astral_bond
więź podwójna,duplex_bond
więź nieustępliwa,tenacious_bond
więź tandemu,tandem_bond
więź zaraźliwa,contagious_bond
więź mistyczna,mystic_bond
więź skryta,covert_bond
więź odnowy,restorative_bond
więź doniosła,momentous_bond
więź podniebna,aerial_bond
więź wieloraka,manifold_bond
więź wściekła,vicious_bond
więź sejsmiczna,seismic_bond
więź wzmocniona,reinforced_bond
nadajnik odchłani,abyssal_beacon
gotva prime,gotva_prime
relikt neo t8,neo_t8_relic
scena: archiwa albrechta,albrecht’s_archive_scene
scena: biuro albrechta,albrecht’s_bureau_scene
scena: sanctum anatomica,sanctum_anatomica_scene
scena: kotliny rozczłonkowanego,fragmented_gorge_scene
scena: fabrica anatomica,fabrica_anatomica_scene
węzeł energetyczny,energy_nexus
skupiona intensyfikacja,precision_intensify
czystka szeptu,cleanse_the_murmur
promienny grad,atomic_fallout
przeziębienie,shivering_contagion
zguba szeptu,bane_of_the_murmur
zapalnik kontaktowy,volatile_variant
napromieniowane przeładowanie,radiated_reload
zagłada szeptu,expel_the_murmur
krytyczna mutacja,critical_mutation
przyspieszony izotop,accelerated_isotope
skupiony radon,focus_radon
przygotowana stal,ready_steel
inwokacja xata,xata_invocation
inwokacja vome,vome_invocation
inwokacja ris,ris_invocation
inwokacja netra,netra_invocation
kantyk lohk,lohk_canticle
kantyk khra,khra_canticle
kantyk jahu,jahu_canticle
kantyk fass,fass_canticle
zasięg możliwości,opportunitys_reach
stan idealny,conditions_perfection
ostrze mistrza,masters_edge
gniew bezsennego,dreamers_wrath
zasługi dyscypliny,disciplines_merit
rozszczepienie,containment_breach
rozpruwacz szeptu,smite_the_murmur
przekierowanie prime,primed_redirection
mandonel: zestaw,mandonel_set
mandonel - schemat,mandonel_blueprint
mandonel: lufa,mandonel_barrel
mandonel: korpus,mandonel_receiver
mandonel: kolba,mandonel_stock
melee influence,melee_influence
melee retaliation,melee_retaliation
melee crescendo,melee_crescendo
wir broni białej,melee_vortex
wrogość broni białej,melee_animosity
melee exposure,melee_exposure
melee duplicate,melee_duplicate
melee fortification,melee_fortification
konwulsja prime,primed_convulsion
gauss prime: zestaw,gauss_prime_set
gauss prime - schemat,gauss_prime_blueprint
gauss prime: neuroptyka - schemat,gauss_prime_neuroptics_blueprint
gauss prime: powłoka - schemat,gauss_prime_chassis_blueprint
gauss prime: systemy - schemat,gauss_prime_systems_blueprint
relikt axi a18,axi_a18_relic
relikt axi p6,axi_p6_relic
relikt axi d5,axi_d5_relic
relikt axi b7,axi_b7_relic
relikt neo a11,neo_a11_relic
relikt neo w1,neo_w1_relic
relikt neo f3,neo_f3_relic
relikt meso b9,meso_b9_relic
relikt meso g6,meso_g6_relic
relikt meso a5,meso_a5_relic
relikt meso h6,meso_h6_relic
relikt meso h5,meso_h5_relic
relikt lith g10,lith_g10_relic
relikt lith p8,lith_p8_relic
relikt lith g9,lith_g9_relic
relikt lith r5,lith_r5_relic
relikt lith a6,lith_a6_relic
relikt lith c11,lith_c11_relic
akarius prime: zestaw,akarius_prime_set
akarius prime - schemat,akarius_prime_blueprint
akarius prime: lufa,akarius_prime_barrel
akarius prime: korpus,akarius_prime_receiver
akarius prime: połączenie,akarius_prime_link
acceltra prime: zestaw,acceltra_prime_set
acceltra prime - schemat,acceltra_prime_blueprint
acceltra prime: lufa,acceltra_prime_barrel
acceltra prime: korpus,acceltra_prime_receiver
acceltra prime: kolba,acceltra_prime_stock
więź bezsennego,dreamers_bond
krytyczne stopienie,critical_meltdown
relikt axi v11,axi_v11_relic
relikt axi c8,axi_c8_relic
relikt neo p5,neo_p5_relic
relikt meso c10,meso_c10_relic
relikt meso a6,meso_a6_relic
relikt lith g11,lith_g11_relic
relikt lith t11,lith_t11_relic
scena: odwrót dantego,dantes_retreat_scene
scena: porzucony obiekt,the_abandoned_vessel_scene
lojalna merulina,loyal_merulina
gniew ukko,wrath_of_ukko
nieuchwytny odwet,elusive_retribution
święta pomsta,divine_retribution
wabik obrażeń,damage_decoy
pasożytnicza witalność,parasitic_vitality
formacja axios,axios_javelineers
rekrystalizacja,recrystalize
odpoczynek wojownika,warriors_rest
pancerz strażnika,guardian_armor
składnia walencyjna,valence_formation
protea prime: zestaw,protea_prime_set
protea prime - schemat,protea_prime_blueprint
protea prime: neuroptyka - schemat,protea_prime_neuroptics_blueprint
protea prime: powłoka - schemat,protea_prime_chassis_blueprint
protea prime: systemy - schemat,protea_prime_systems_blueprint
relikt axi b8,axi_b8_relic
relikt axi f2,axi_f2_relic
relikt axi p7,axi_p7_relic
relikt neo m5,neo_m5_relic
relikt neo a12,neo_a12_relic
relikt neo p6,neo_p6_relic
relikt neo o2,neo_o2_relic
relikt meso w5,meso_w5_relic
relikt meso w4,meso_w4_relic
relikt meso g7,meso_g7_relic
relikt meso v9,meso_v9_relic
relikt lith t12,lith_t12_relic
relikt lith p9,lith_p9_relic
velox prime: zestaw,velox_prime_set
velox prime - schemat,velox_prime_blueprint
velox prime: lufa,velox_prime_barrel
velox prime: korpus,velox_prime_receiver
okina prime: zestaw,okina_prime_set
okina prime - schemat,okina_prime_blueprint
okina prime: rękojeść,okina_prime_handle
okina prime: ostrze,okina_prime_blade
odroczona premia,clip_delegation
przeładowanie fotonowe,photon_overcharge
cinta - schemat,cinta_blueprint
arkanum lodowej burzy,arcane_ice_storm
przeciążenie broni bocznej,secondary_surge
arkanum baterii,arcane_battery
umocnienie broni bocznej,secondary_fortifier
sala balowa symulakra,the_ballroom_simulacrum
cytadela symulakra,the_citadel_simulacrum
symulakr areny orożmija,orowyrm_arena_simulacrum
symulakr sanctum,sanctum_simulacrum
symulakr areny zanuki,zanuka_arena_simulacrum
symulakr asteroidy grineer,grineer_asteroid_simulacrum
symulakr wraku orokin,orokin_derelict_simulacrum
symulakr areny ambulasa,ambulas_arena_simulacrum
symulakr świątyni czerwonego woalu,red_veil_temple_simulacrum
symulakr księżycowego dziedzińca,moonlit_courtyard_simulacrum
elementalista strzelby,shotgun_elementalist
kanonada strzelby,shotgun_cannonade
elementalista karabinu,rifle_elementalist
kanonada karabinu,semi_rifle_cannonade
elementalista pistoletu,pistol_elementalist
kanonada pistoletu,semi_pistol_cannonade
elementalista broni białej,melee_elementalist
propagacja mroku,dark_propagation
trwająca artyleria,temporal_artillery
widmowy duch,spectral_spirit
mur zniszczenia,wrecking_wall
okaleczenie broni białej,melee_afflictions
podwójne pociski prime,primed_dual_rounds
relikt lith e1,lith_e1_relic
relikt lith k11,lith_k11_relic
relikt lith h10,lith_h10_relic
relikt meso s14,meso_s14_relic
relikt meso b10,meso_b10_relic
relikt meso n16,meso_n16_relic
relikt meso s13,meso_s13_relic
relikt neo g5,neo_g5_relic
relikt axi r4,axi_r4_relic
relikt axi t11,axi_t11_relic
relikt axi s15,axi_s15_relic
zabójcza wydajność prime,primed_deadly_efficiency
relikt neo g6,neo_g6_relic
relikt axi m5,axi_m5_relic
akmagnus prime: zestaw,akmagnus_prime_set
akmagnus prime - schemat,akmagnus_prime_blueprint
akmagnus prime: połączenie,akmagnus_prime_link
sevagoth prime: zestaw,sevagoth_prime_set
sevagoth prime - schemat,sevagoth_prime_blueprint
sevagoth prime: neuroptyka - schemat,sevagoth_prime_neuroptics_blueprint
sevagoth prime: powłoka - schemat,sevagoth_prime_chassis_blueprint
sevagoth prime: systemy - schemat,sevagoth_prime_systems_blueprint
relikt axi s17,axi_s17_relic
relikt axi s16,axi_s16_relic
relikt axi o6,axi_o6_relic
relikt neo p7,neo_p7_relic
relikt neo b9,neo_b9_relic
relikt neo z11,neo_z11_relic
relikt neo g7,neo_g7_relic
relikt neo a13,neo_a13_relic
relikt neo e4,neo_e4_relic
relikt meso f5,meso_f5_relic
relikt meso a7,meso_a7_relic
relikt meso h7,meso_h7_relic
relikt meso n17,meso_n17_relic
relikt lith g12,lith_g12_relic
relikt lith n15,lith_n15_relic
relikt lith w4,lith_w4_relic
relikt lith c12,lith_c12_relic
epitaph prime: zestaw,epitaph_prime_set
epitaph prime - schemat,epitaph_prime_blueprint
epitaph prime: lufa,epitaph_prime_barrel
epitaph prime: korpus,epitaph_prime_receiver
nautilus prime: zestaw,nautilus_prime_set
nautilus prime - schemat,nautilus_prime_blueprint
nautilus prime: mózg,nautilus_prime_cerebrum
nautilus prime: karapaks,nautilus_prime_carapace
nautilus prime: systemy,nautilus_prime_systems
płonąca nienawiść,burning_hate
niewidzialny strach,unseen_dread
zdobycz dynara,prey_of_dynar
wicher egidy,aegis_gale
odnawianie cewki,coil_recharge
gastro,gastro
gwintowanie higasy,higasa_serration
nacisk amanaty,amanata_pressure
septyczne szpony,sepsis_claws
płonące szpony,burning_claws
rażące szpony,shocking_claws
mrożące szpony,chilling_claws
postawa zabójcy,assassin_posture
postawa oszalała,frenzied_posture
postawa obrońcy,protector_posture
postawa uparta,persistent_posture
postawa nieuchwytna,elusive_posture
postawa równowagi,balanced_posture
zaradny aporter,resourceful_retriever
lojalny aporter,loyal_retriever
prosperujący aporter,prosperous_retriever
precyzyjne warunkowanie,precision_conditioning
osłabiona odporność,immunity_resistance
magnetyczne uderzenie,magnetic_strike
na łopatki,bell_ringer
żądza krwi,bloodthirst
paraliżujące warunkowanie,disabling_conditioning
przerzedzenie stada,cull_the_weak
brutalne warunkowanie,brute_conditioning
galwanizowana stal,galvanized_steel
galwanizowany refleks,galvanized_reflex
galwanizowany elementalista,galvanized_elementalist
relikt lith d6,lith_d6_relic
relikt meso h8,meso_h8_relic
relikt neo c5,neo_c5_relic
relikt neo k8,neo_k8_relic
relikt axi g13,axi_g13_relic
relikt axi n11,axi_n11_relic
xaku prime: zestaw,xaku_prime_set
xaku prime - schemat,xaku_prime_blueprint
xaku prime: neuroptyka - schemat,xaku_prime_neuroptics_blueprint
xaku prime: powłoka - schemat,xaku_prime_chassis_blueprint
xaku prime: systemy - schemat,xaku_prime_systems_blueprint
trumna prime: zestaw,trumna_prime_set
trumna prime - schemat,trumna_prime_blueprint
trumna prime: lufa,trumna_prime_barrel
trumna prime: korpus,trumna_prime_receiver
trumna prime: kolba,trumna_prime_stock
quassus prime: zestaw,quassus_prime_set
quassus prime - schemat,quassus_prime_blueprint
quassus prime: rękojeść,quassus_prime_handle
quassus prime: ostrze,quassus_prime_blade
relikt axi a19,axi_a19_relic
relikt axi g14,axi_g14_relic
relikt axi h8,axi_h8_relic
relikt axi t12,axi_t12_relic
relikt neo w2,neo_w2_relic
relikt neo g8,neo_g8_relic
relikt neo q1,neo_q1_relic
relikt neo l4,neo_l4_relic
relikt meso v10,meso_v10_relic
relikt meso t7,meso_t7_relic
relikt meso e6,meso_e6_relic
relikt meso g8,meso_g8_relic
relikt lith m9,lith_m9_relic
relikt lith g13,lith_g13_relic
relikt lith n16,lith_n16_relic
relikt lith x1,lith_x1_relic
arkanum zmierzchu,arcane_crepuscular
arkanum przekierowania żywiołu,arcane_impetus
migrena broni głównej,primary_crux
kumulacja broni bocznej,secondary_enervate
przebicie broni białej,melee_doughty
arkanum wściekłego tłumu,arcane_camisado
arkanum osiłka,arcane_bellicose
arkanum przesilenia,arcane_truculence
symulakr rotundy centrum,mall_rotunda_simulacrum
symulakr höllvańskiego dziedzińca,höllvanian_courtyard_simulacrum
scena: höllvański taras latem,höllvanian_terrace_in_summer
scena: sklep elektroniczny tech titan,tech_titan_electronics_store
scena: höllvańskie skrzyżowanie zimą,höllvanian_intersection_in_winter
metro w centrum handlowym höllvanii,höllvania_central_mall_subway
scena: höllvańskie kamienice latem,höllvanian_tenements_in_summer
scena: höllvańska historyczna dzielnica wiosną,höllvanian_historic_quarter_in_spring
scena: höllvańskie stare miasto jesienią,höllvanian_old_town_in_fall
scena: orbit arcade,orbit_arcade
scena: zaplecze centrum handlowego,central_mall_backroom
taśma magnetyczna,magnetic_welt
magnetyczny ostrzał,magnetic_strafe
szpony radonu,radon_claws
szpony magnetyczne,magnetic_claws
precyzja karabinu,primary_acuity
widmowe gwintowanie,spectral_serration
magnetyczna pojemność,magnetic_capacity
precyzja pistoletu,pistol_acuity
bezlitosna strzelanina,merciless_gunfight
magnetyczny szturm,magnetic_rush
godna współpraca,worthy_comradery
gniew przywoływacza,summoner’s_wrath
magnetyczny cykl,magnetized_cycle
magnetyczny rdzeń,magnetized_core
reconifex: zestaw,reconifex_set
reconifex: lufa,reconifex_barrel
reconifex: korpus,reconifex_receiver
reconifex: kolba,reconifex_stock
vesper 77: zestaw,vesper_77_set
vesper 77: lufa,vesper_77_barrel
vesper 77: korpus,vesper_77_receiver
vesper 77: uchwyt,vesper_77_handle
cedo prime: zestaw,cedo_prime_set
cedo prime - schemat,cedo_prime_blueprint
cedo prime: korpus,cedo_prime_receiver
cedo prime: lufa,cedo_prime_barrel
cedo prime: kolba,cedo_prime_stock
zoren podwójny prime: zestaw,dual_zoren_prime_set
zoren podwójny prime - schemat,dual_zoren_prime_blueprint
zoren podwójny prime: rękojeść,dual_zoren_prime_handle
zoren podwójny prime: ostrze,dual_zoren_prime_blade
lavos prime: zestaw,lavos_prime_set
lavos prime - schemat,lavos_prime_blueprint
lavos prime: neuroptyka - schemat,lavos_prime_neuroptics_blueprint
lavos prime: powłoka - schemat,lavos_prime_chassis_blueprint
lavos prime: systemy - schemat,lavos_prime_systems_blueprint
relikt axi p9,axi_p9_relic
relikt axi m6,axi_m6_relic
relikt axi z2,axi_z2_relic
relikt axi f3,axi_f3_relic
relikt axi p8,axi_p8_relic
relikt neo d9,neo_d9_relic
relikt neo t9,neo_t9_relic
relikt neo x1,neo_x1_relic
relikt neo c6,neo_c6_relic
relikt meso a8,meso_a8_relic
relikt lith s16,lith_s16_relic
relikt lith a7,lith_a7_relic
relikt lith q1,lith_q1_relic
relikt lith l5,lith_l5_relic
relikt meso p15,meso_p15_relic
biotyczne pociski,biotic_rounds
zatrucie ołowiem,leaded_gas
relikt lith s17,lith_s17_relic
relikt meso s15,meso_s15_relic
relikt meso m5,meso_m5_relic
relikt neo n19,neo_n19_relic
relikt neo s19,neo_s19_relic
relikt axi n12,axi_n12_relic
odpluskwiacz,worm_away
tropiciel trojanów,trojan_tracker
soft safe,soft_safe
anty-w,anti_v
byteryte,byteryte
czyścioszek,keep_clean
zmiotka dysku,drive_duster
glina komputerowy,computer_cop
szybka korekta,quick_correct
osłona immunologiczna,immuno_shield
błyskawiczna ochrona,instant_secure
blokada zagrożeń,threat_blocker
turbo ochrona,turbo_protect
scena: stadion cody technocytu,technocyte_coda_stadium_scene
kataklizmiczna brama,cataclysmic_gate
fortuna omikuji,omikujis_fortune
sfera przewodząca,conductive_sphere
skupienie rdzenia,fused_crucible
arkanum oszusta,arcane_escapist
arkanum przegrzania,arcane_hot_shot
arkanum uniwersalnego opadu,arcane_universal_fallout
riot-848: zestaw,riot_848_set
riot-848: lufa - schemat,riot_848_barrel
riot-848: korpus - schemat,riot_848_receiver
riot-848: kolba - schemat,riot_848_stock
purgator 1: zestaw,purgator_1_set
purgator 1: lufa,purgator_1_barrel
purgator 1: korpus,purgator_1_receiver
purgator 1: kolba,purgator_1_stock
efv-5 jowisz: zestaw,efv_5_jupiter_set
efv-5 jowisz: lufa,efv_5_jupiter_barrel
efv-5 jowisz: korpus,efv_5_jupiter_receiver
efv-5 jowisz: kolba,efv_5_jupiter_stock
efv-8 mars: zestaw,efv_8_mars_set
efv-8 mars: lufa,efv_8_mars_barrel
efv-8 mars: korpus,efv_8_mars_receiver
efv-8 mars: kolba,efv_8_mars_stock
podwójny viciss: zestaw,dual_viciss_set
podwójny viciss: ostrze,dual_viciss_blade
podwójny viciss: rękojeść,dual_viciss_hilt
stabilne ręce prime,primed_steady_hands
stabilizator prime,primed_stabilizer
przeciwwaga prime,primed_counterbalance
relikt lith a8,lith_a8_relic
relikt lith q2,lith_q2_relic
relikt lith y1,lith_y1_relic
relikt lith z4,lith_z4_relic
relikt meso k7,meso_k7_relic
relikt meso p16,meso_p16_relic
relikt neo a14,neo_a14_relic
relikt neo d10,neo_d10_relic
relikt neo g9,neo_g9_relic
relikt axi n13,axi_n13_relic
relikt axi v12,axi_v12_relic
relikt axi y1,axi_y1_relic
yareli prime: zestaw,yareli_prime_set
yareli prime - schemat,yareli_prime_blueprint
yareli prime: neuroptyka - schemat,yareli_prime_neuroptics_blueprint
yareli prime: powłoka - schemat,yareli_prime_chassis_blueprint
yareli prime: systemy - schemat,yareli_prime_systems_blueprint
daikyu prime: zestaw,daikyu_prime_set
daikyu prime - schemat,daikyu_prime_blueprint
daikyu prime: dolne ramię,daikyu_prime_lower_limb
daikyu prime: górne ramię,daikyu_prime_upper_limb
daikyu prime: majdan,daikyu_prime_grip
daikyu prime: cięciwa,daikyu_prime_string
kompressa prime: zestaw,kompressa_prime_set
kompressa prime - schemat,kompressa_prime_blueprint
kompressa prime: lufa,kompressa_prime_barrel
kompressa prime: korpus,kompressa_prime_reciever
relikt axi c9,axi_c9_relic
scena: höllvańskie zawalone podziemia,höllvanian_collapsed_underground_scene
scena: plac zabaw lavo,lavos_playplace_scene
scena złącza höllvańskiego metra,höllvanian_subway_junction_scene
relikt lith t13,lith_t13_relic
relikt lith a9,lith_a9_relic
relikt meso r6,meso_r6_relic
relikt neo p8,neo_p8_relic
relikt axi b9,axi_b9_relic
relikt meso t8,meso_t8_relic
relikt lith m10,lith_m10_relic
źródła bólu,pain_points
spontaniczna osobliwość,spontaneous_singularity
wybuchowa wendeta,volatile_recompense
towarzyszący klejnot,prismatic_companion
tnący moździerz,razor_mortar
jadeitowy osąd,jades_judgment
rozpruwacz szeptu prime,primed_smite_the_murmur
scena: arena trójcy kulasów,octopede_arena_scene
scena: wysepka w chmurze tkaczki światów,isleweaver_cloud_islet_scene
scena: dryfujący atol tkaczki światów,isleweaver_drift_atoll_scene
scena: przystań uczonego,scholars_landing_scene
scena: sala tronowa duviri,duviri_throne_room_scene
scena: estrada na placu przesilenia,solstice_square_stage_scene
scena: więzienie kullervo,kullervos_hold_scene
zagłada szeptu prime,primed_expel_the_murmur
czystka szeptu prime,primed_cleanse_the_murmur
caliban prime: zestaw,caliban_prime_set
caliban prime - schemat,caliban_prime_blueprint
caliban prime: neuroptyka - schemat,caliban_prime_neuroptics_blueprint
caliban prime: powłoka - schemat,caliban_prime_chassis_blueprint
caliban prime: systemy - schemat,caliban_prime_systems_blueprint
vadarya prime: zestaw,vadarya_prime_set
vadarya prime - schemat,vadarya_prime_blueprint
vadarya prime: lufa,vadarya_prime_barrel
vadarya prime: korpus,vadarya_prime_receiver
vadarya prime: kolba,vadarya_prime_stock
venato prime: zestaw,venato_prime_set
venato prime - schemat,venato_prime_blueprint
venato prime: ostrze,venato_prime_blade
venato prime: rękojeść,venato_prime_handle
relikt axi y2,axi_o7_relic
relikt axi c10,axi_c10_relic
relikt axi v13,axi_v13_relic
relikt axi s18,axi_s18_relic
relikt neo a15,neo_a15_relic
relikt meso g9,meso_g9_relic
relikt meso v12,meso_v12_relic
relikt meso v11,meso_v11_relic
relikt meso l3,meso_l3_relic
relikt lith k12,lith_k12_relic
relikt lith a10,lith_a10_relic
relikt lith e2,lith_e2_relic
relikt lith o4,lith_o4_relic
relikt lith n17,lith_n17_relic
relikt lith c13,lith_c13_relic
taran helminth: genotyp,helminth_charger_imprint
zguba szeptu prime,primed_bane_of_the_murmur
trwająca transmutacja,lingering_transmutation
szczelina nie-czasu,untime_rift
zabójczość tharrosa,tharros_lethality
odwrócona wirnica,reverse_rotorswell
rzeźba ayatan chattraka,ayatan_chattraka_sculpture
scena: wysunięta baza w kopalni,deepmines_forward_base_scene
scena: kopalnie,deepmines_scene
scena: jaskinie kopalni,deepmines_caves_scene
scena: laboratoria kopalni,deepmines_lab_scene
scena: przetwórnia odżywek w kopalni,deepmines_nutrient_plant_scene
scena: pięć losów,five_fates_scene
scena zadania mentor: dojo,the_teacher_dojo_scene
scena: mentor - ziemia,the_teacher_earth_scene
scena: mentor - reaktor,the_teacher_reactor_scene
scena: mentor - statek,the_teacher_ship_scene
atypowy koniec,peculiar_end
przerażający strzał,dreadful_killshot
relikt axi s19,axi_s19_relic
relikt axi w4,axi_w4_relic
relikt neo h4,neo_h4_relic
relikt meso g10,meso_g10_relic
relikt lith f3,lith_f3_relic
relikt lith l6,lith_l6_relic
nekrofagiczny wigor,necrophagic_vigor
gyre prime: zestaw,gyre_prime_set
gyre prime - schemat,gyre_prime_blueprint
gyre prime: neuroptyka - schemat,gyre_prime_neuroptics_blueprint
gyre prime: powłoka - schemat,gyre_prime_chassis_blueprint
gyre prime: systemy - schemat,gyre_prime_systems_blueprint
alternox prime: zestaw,alternox_prime_set
alternox prime - schemat,alternox_prime_blueprint
alternox prime: lufa,alternox_prime_barrel
alternox prime: korpus,alternox_prime_receiver
alternox prime: kolba,alternox_prime_stock
kestrel prime: zestaw,kestrel_prime_set
kestrel prime - schemat,kestrel_prime_blueprint
kestrel prime: chwyt,kestrel_prime_grip
kestrel prime: ostrze,kestrel_prime_blade
relikt axi t13,axi_t13_relic
relikt axi a20,axi_a20_relic
relikt neo t10,neo_t10_relic
relikt neo o3,neo_o3_relic
relikt neo c7,neo_c7_relic
relikt neo p9,neo_p9_relic
relikt neo k9,neo_k9_relic
relikt meso x1,meso_x1_relic
relikt meso a9,meso_a9_relic
relikt meso y1,meso_y1_relic
relikt meso v14,meso_v14_relic
