uk,slug
панорама: трибунал арбітрів,arbiters_tribunal_scene
панорама: ґрінерський ліс — промислові будівлі,grineer_forest_industry_scene
банші-прайм: системи (кресленик),banshee_prime_systems_blueprint
мутація в стріли,arrow_mutation
гідроїд-прайм (кресленик),hydroid_prime_blueprint
стрімке відхилення,hastened_deflection
заразне впорскування,infectious_injection
мудре лезо,wise_razor
еквінокс-прайм: системи (кресленик),equinox_prime_systems_blueprint
модифікатор розколу для арк-гармат (прихований),archgun_riven_mod_(veiled)
паріс-прайм (кресленик),paris_prime_blueprint
резонансний поштовх,resonating_quake
грізна гілка,flailing_branch
обмороження,frostbite
панорама: газове місто — центральна шахта,gas_city_central_drop_scene
лінза унайру з луа,lua_unairu_lens
пастух,shepherd
панорама: орокінська вежа — місце збору,orokin_tower_extraction_scene
смертоносна дієвість,deadly_efficiency
віртус «горно»,virtuos_forge
аквасто-прайм (кресленик),akvasto_prime_blueprint
аквасто-прайм: спаровувач,akvasto_prime_link
заражена гільза,contamination_casing
панорама: командний пункт онкко,onkkos_command_post_scene
перевантажений потік,flux_overdrive
онорікс: клинок,onorix_blade
венка-прайм (комплект),venka_prime_set
заглушення,suppress
зосередження на цілі,target_fixation
магнітоплан,maglev
зачистка ґрінерів,cleanse_grineer
посилені рефлекси,heightened_reflexes
полювання,hunt
ортос-прайм (кресленик),orthos_prime_blueprint
зала зловтіхи,hall_of_malevolence
вирізання ґрінерів,smite_grineer
вогнешторм,firestorm
погибель корпусу,bane_of_corpus
берсеркова лють,berserker_fury
надихальний грабіж,rousing_plunder
ковзний магазин,loose_magazine
життєвий удар,life_strike
підняття,handspring
паріс-прайм: руків’я,paris_prime_grip
постріл навмання,lucky_shot
електризований ствол,electrified_barrel
максимальна місткість,maximum_capacity
рятівна принада,savior_decoy
настижне віяло,stalking_fan
праймована погибель орокінів,primed_bane_of_corrupted
теплий покрив,warm_coat
зіпсований магазин,tainted_mag
тактичний відступ,tactical_retreat
яскраве очищення,bright_purity
арктичний вибух,frigid_blast
шрапнельні набої,shrapnel_rounds
криваве вістря,bleeding_edge
пакс «шукач»,pax_seeker
меса-прайм (кресленик),mesa_prime_blueprint
еквінокс-прайм: нейроптика (кресленик),equinox_prime_neuroptics_blueprint
визволитель-прайм (кресленик),redeemer_prime_blueprint
віртус «шип»,virtuos_spike
тіпедо-прайм (кресленик),tipedo_prime_blueprint
зубчасті краї,serrated_edges
вогнетривкість,flame_repellent
кванта-вандал,quanta_vandal
детрон-мара,mara_detron
амортизатори,shock_absorbers
бронко-прайм: ствольна коробка,bronco_prime_receiver
навкоординати асимільованого алада в,mutalist_nav_coordinates
берстон-прайм (кресленик),burston_prime_blueprint
ніжні руки,soft_hands
пружинний наконечник,spring_loaded_broadhead
потік розлому,rift_torrent
берстон-прайм: ложе,burston_prime_stock
самотній меч,sword_alone
тактичне перезаряджання,tactical_reload
хіко-прайм (кресленик),hikou_prime_blueprint
