ru,slug
обморожение,frostbite
сцена: газовый город - основной сброс,gas_city_central_drop_scene
луа линза: унайру,lua_unairu_lens
пастырь,shepherd
сцена: башня орокин - зона эвакуации,orokin_tower_extraction_scene
смертельная эффективность,deadly_efficiency
виртуозный горн,virtuos_forge
аквасто прайм (чертеж),akvasto_prime_blueprint
аквасто прайм: связь,akvasto_prime_link
заражённая оболочка,contamination_casing
сцена: онкко - командный пост,onkkos_command_post_scene
потоковая перегрузка,flux_overdrive
онорикс: лезвие,onorix_blade
венка прайм: комплект,venka_prime_set
заглушение,suppress
фиксация на цели,target_fixation
магнитная подушка,maglev
зачистка: гринир,cleanse_grineer
ускоренные рефлексы,heightened_reflexes
травля,hunt
ортос прайм (чертеж),orthos_prime_blueprint
галерея злобы,hall_of_malevolence
крушитель: гринир,smite_grineer
огненный шторм,firestorm
погибель: корпус,bane_of_corpus
ярость берсерка,berserker_fury
воодушевлённый грабёж,rousing_plunder
скользящий магазин,loose_magazine
удар жизни,life_strike
сальто,handspring
парис прайм: рукоять,paris_prime_grip
удачный выстрел,lucky_shot
электрифицированный ствол,electrified_barrel
максимальная вместимость,maximum_capacity
спасительная приманка,savior_decoy
настигающий веер,stalking_fan
погибель прайм: орокин,primed_bane_of_corrupted
обогрев,warm_coat
оскверненный магазин,tainted_mag
тактическое отступление,tactical_retreat
яркая чистота,bright_purity
холодный взрыв,frigid_blast
шрапнельные патроны,shrapnel_rounds
кровоточащая грань,bleeding_edge
пакс искатель,pax_seeker
миса прайм (чертеж),mesa_prime_blueprint
эквинокс прайм: нейрооптика (чертеж),equinox_prime_neuroptics_blueprint
избавитель прайм (чертеж),redeemer_prime_blueprint
виртуозный шип,virtuos_spike
типедо прайм (чертеж),tipedo_prime_blueprint
зубчатая кромка,serrated_edges
огнестойкость,flame_repellent
кванта вандал,quanta_vandal
мара детрон,mara_detron
амортизаторы,shock_absorbers
бронко прайм: приёмник,bronco_prime_receiver
муталист-навигационная координата,mutalist_nav_coordinates
бёрстон прайм (чертеж),burston_prime_blueprint
мягкая длань,soft_hands
пружинные наконечники,spring_loaded_broadhead
поток разлома,rift_torrent
бёрстон прайм: приклад,burston_prime_stock
одинокий клинок,sword_alone
тактическая перезарядка,tactical_reload
хико прайм (чертеж),hikou_prime_blueprint
слезоточивый газ,tear_gas
скользящий магазин прайм,primed_slip_magazine
приют,shelter
крест близнецов,gemini_cross
разрыв,rupture
мистический шлем: авангард,arcane_vanguard_helmet
фоморианский ускоритель,fomorian_accelerant
поток прайм,primed_flow
император вандал (чертеж),imperator_vandal_blueprint
мутатор прайм: пистолет,primed_pistol_ammo_mutation
мистический шлем: пендрагон,arcane_pendragon_helmet
веритакс призма,prisma_veritux
резонанс,resonance
