ko,slug
캐스케디아 임파워드,cascadia_empowered
프리즈마 셰이드 세트,prisma_shade_set
프랙탈라이즈드 리셋,fractalized_reset
캐스케디아 플레어,cascadia_flare
프리즈마 버스트 레이저,prisma_burst_laser
캐스케디아 어큐러시,cascadia_accuracy
크레센트 불파파일라 임프린트,crescent_vulpaphyla_imprint
슬라이 불파파일라 임프린트,sly_vulpaphyla_imprint
메자이 프레데사이트 임프린트,medjay_predasite_imprint
비지어 프레데사이트 임프린트,vizier_predasite_imprint
팬저 불파파일라 임프린트,panzer_vulpaphyla_imprint
파라오 프레데사이트 임프린트,pharaoh_predasite_imprint
히스트릭스 프라임 설계도,hystrix_prime_blueprint
액시 k10 성유물,axi_k10_relic
액시 n8 성유물,axi_n8_relic
메소 o5 성유물,meso_o5_relic
메소 p8 성유물,meso_p8_relic
네오 n21 성유물,neo_n21_relic
코라 프라임 섀시 설계도,khora_prime_chassis_blueprint
듀얼 케레스 프라임 세트,dual_keres_prime_set
액시 k9 성유물,axi_k9_relic
히스트릭스 프라임 세트,hystrix_prime_set
액시 g8 성유물,axi_g8_relic
메소 h3 성유물,meso_h3_relic
듀얼 케레스 프라임 핸들,dual_keres_prime_handle
코라 프라임 세트,khora_prime_set
코라 프라임 설계도,khora_prime_blueprint
네오 g4 성유물,neo_g4_relic
히스트릭스 프라임 리시버,hystrix_prime_receiver
네오 d5 성유물,neo_d5_relic
리스 k9 성유물,lith_k9_relic
액시 k8 성유물,axi_k8_relic
바일 디스차지,vile_discharge
메소 h2 성유물,meso_h2_relic
히스트릭스 프라임 배럴,hystrix_prime_barrel
메소 v7 성유물,meso_v7_relic
코라 프라임 뉴로옵틱스 설계도,khora_prime_neuroptics_blueprint
듀얼 케레스 프라임 설계도,dual_keres_prime_blueprint
네오 s15 성유물,neo_s15_relic
액시 s12 성유물,axi_s12_relic
크리티컬 프리시젼,critical_precision
코라 프라임 시스템 설계도,khora_prime_systems_blueprint
듀얼 케레스 프라임 블레이드,dual_keres_prime_blade
페큘리어 오디언스,peculiar_audience
아콘 인텐시파이,archon_intensify
리스 n13 성유물,lith_n13_relic
네오 z9 성유물,neo_z9_relic
아콘 컨티뉴어티,archon_continuity
메소 w2 성유물,meso_w2_relic
네오 e3 성유물,neo_e3_relic
아콘 플로우,archon_flow
아콘 바이탈리티,archon_vitality
액시 t9 성유물,axi_t9_relic
아콘 스트레치,archon_stretch
리스 s13 성유물,lith_s13_relic
리스 h6 성유물,lith_h6_relic
타츠 프라임 블레이드,tatsu_prime_blade
네오 t6 성유물,neo_t6_relic
메소 p10 성유물,meso_p10_relic
레버넌트 프라임 섀시 설계도,revenant_prime_chassis_blueprint
레버넌트 프라임 시스템 설계도,revenant_prime_systems_blueprint
타츠 프라임 세트,tatsu_prime_set
타츠 프라임 설계도,tatsu_prime_blueprint
메소 n13 성유물,meso_n13_relic
레버넌트 프라임 세트,revenant_prime_set
판타즈마 프라임 배럴,phantasma_prime_barrel
리스 p6 성유물,lith_p6_relic
레버넌트 프라임 뉴로옵틱스 설계도,revenant_prime_neuroptics_blueprint
타츠 프라임 핸들,tatsu_prime_handle
메소 k4 성유물,meso_k4_relic
판타즈마 프라임 설계도,phantasma_prime_blueprint
판타즈마 프라임 세트,phantasma_prime_set
리스 h5 성유물,lith_h5_relic
액시 t10 성유물,axi_t10_relic
판타즈마 프라임 리시버,phantasma_prime_receiver
액시 n9 성유물,axi_n9_relic
리스 r2 성유물,lith_r2_relic
레버넌트 프라임 설계도,revenant_prime_blueprint
메소 p9 성유물,meso_p9_relic
리스 s14 성유물,lith_s14_relic
판타즈마 프라임 스톡,phantasma_prime_stock
리스 b9 성유물,lith_b9_relic
액시 a15 성유물,axi_a15_relic
액시 s13 성유물,axi_s13_relic
네오 s16 성유물,neo_s16_relic
네오 i3 성유물,neo_i3_relic
메소 o6 성유물,meso_o6_relic
베리크레스,vericres
컨정션 볼티지,conjunction_voltage
프라이머리 프로스트바이트,primary_frostbite
아케인 라이즈,arcane_rise
페리게일 세트,perigale_set
베일 파괴자 숲 배경,veilbreak_forest_scene
페리게일 스톡,perigale_stock
사로팡 블레이드,sarofang_blade
베일 파괴자 공장 배경,veilbreak_factory_scene
루아 서큘러스 배경,lua_circulus_scene
아케인 블레싱,arcane_blessing
사로팡 핸들,sarofang_handle
사로팡 세트,sarofang_set
베일 파괴자 뮤렉스 배경,veilbreak_murex_scene
페리게일 배럴,perigale_barrel
페리게일 리시버,perigale_receiver
리스 g6 성유물,lith_g6_relic
액시 s14 성유물,axi_s14_relic
메소 t6 성유물,meso_t6_relic
네오 c3 성유물,neo_c3_relic
바루크 프라임 섀시 설계도,baruuk_prime_chassis_blueprint
메소 a4 성유물,meso_a4_relic
액시 n10 성유물,axi_n10_relic
액시 b5 성유물,axi_b5_relic
네오 a8 성유물,neo_a8_relic
메소 v8 성유물,meso_v8_relic
바루크 프라임 설계도,baruuk_prime_blueprint
네오 k5 성유물,neo_k5_relic
메소 k5 성유물,meso_k5_relic
리스 v9 성유물,lith_v9_relic
리스 b10 성유물,lith_b10_relic
네오 a7 성유물,neo_a7_relic
액시 g9 성유물,axi_g9_relic
바루크 프라임 시스템 설계도,baruuk_prime_systems_blueprint
네오 d6 성유물,neo_d6_relic
액시 f1 성유물,axi_f1_relic
바루크 프라임 뉴로옵틱스 설계도,baruuk_prime_neuroptics_blueprint
메소 r5 성유물,meso_r5_relic
리스 a5 성유물,lith_a5_relic
바루크 프라임 세트,baruuk_prime_set
리스 h7 성유물,lith_h7_relic
코브라 & 크레인 프라임 가드,cobra_and_crane_prime_guard
아퓨리스 프라임 배럴,afuris_prime_barrel
아퓨리스 프라임 세트,afuris_prime_set
아퓨리스 프라임 링크,afuris_prime_link
코브라 & 크레인 프라임 설계도,cobra_and_crane_prime_blueprint
아퓨리스 프라임 설계도,afuris_prime_blueprint
코브라 & 크레인 프라임 블레이드,cobra_and_crane_prime_blade
코브라 & 크레인 프라임 힐트,cobra_and_crane_prime_hilt
코브라 & 크레인 프라임 세트,cobra_and_crane_prime_set
아퓨리스 프라임 리시버,afuris_prime_receiver
코루펠 리시버,corufell_receiver
프라이머리 플레이티드 라운드,primary_plated_round
섀터드 스톰,shattered_storm
캐소드 커런트,cathode_current
아케인 스테드패스트,arcane_steadfast
리스 d5 성유물,lith_d5_relic
스테플로스 배럴,steflos_barrel
스테플로스 스톡,steflos_stock
스테플로스 세트,steflos_set
코루펠 세트,corufell_set
코루펠 핸들,corufell_handle
리스 p7 성유물,lith_p7_relic
아케인 더블 백,arcane_double_back
세컨더리 킨쉽,secondary_kinship
스테플로스 리시버,steflos_receiver
메룰리나 가디언,merulina_guardian
메스머 실드,mesmer_shield
네오 r5 성유물,neo_r5_relic
세컨더리 인컴버,secondary_encumber
네오 a9 성유물,neo_a9_relic
메소 l2 성유물,meso_l2_relic
액시 m4 성유물,axi_m4_relic
시트린의 마지막 소원 공장 배경,citrines_last_wish_factory_scene
코루펠 배럴,corufell_barrel
힐드린 프라임 설계도,hildryn_prime_blueprint
힐드린 프라임 시스템 설계도,hildryn_prime_systems_blueprint
셰이드 프라임 설계도,shade_prime_blueprint
힐드린 프라임 세트,hildryn_prime_set
셰이드 프라임 시스템,shade_prime_systems
라크스퍼 프라임 세트,larkspur_prime_set
힐드린 프라임 뉴로옵틱스 설계도,hildryn_prime_neuroptics_blueprint
라크스퍼 프라임 배럴,larkspur_prime_barrel
셰이드 프라임 세레브럼,shade_prime_cerebrum
셰이드 프라임 세트,shade_prime_set
라크스퍼 프라임 스톡,larkspur_prime_stock
힐드린 프라임 섀시 설계도,hildryn_prime_chassis_blueprint
라크스퍼 프라임 리시버,larkspur_prime_receiver
셰이드 프라임 카라페이스,shade_prime_carapace
라크스퍼 프라임 설계도,larkspur_prime_blueprint
리스 s15 성유물,lith_s15_relic
메소 n14 성유물,meso_n14_relic
리스 r3 성유물,lith_r3_relic
메소 d7 성유물,meso_d7_relic
액시 h6 성유물,axi_h6_relic
리스 b11 성유물,lith_b11_relic
메소 s12 성유물,meso_s12_relic
리스 h8 성유물,lith_h8_relic
메소 h4 성유물,meso_h4_relic
액시 g10 성유물,axi_g10_relic
액시 a16 성유물,axi_a16_relic
네오 s17 성유물,neo_s17_relic
네오 n22 성유물,neo_n22_relic
액시 b6 성유물,axi_b6_relic
액시 k11 성유물,axi_k11_relic
리스 k10 성유물,lith_k10_relic
네오 l2 성유물,neo_l2_relic
메소 p11 성유물,meso_p11_relic
프라이머리 옵스트럭트,primary_obstruct
아케인 인텐션,arcane_intention
세컨더리 쉬버,secondary_shiver
리스 v10 성유물,lith_v10_relic
메소 p12 성유물,meso_p12_relic
롱보우 샤프샷,longbow_sharpshot
땅밑무덤 지역 배경,netherbarrow_region_scene
샷건 벤데타,shotgun_vendetta
지하실 오페라 배경,undercroft_opera_scene
네오 a10 성유물,neo_a10_relic
액시 k12 성유물,axi_k12_relic
액시 i3 성유물,axi_i3_relic
마구스 어그레스,magus_aggress
메소 c7 성유물,meso_c7_relic
지하실 공원 배경,undercroft_park_scene
도성 배경,castle_town_scene
본토 촌락 배경,mainland_hamlets_scene
아케인 리퍼,arcane_reaper
땅위성역 배경,upperhaven_scene
마운틴즈 엣지,mountains_edge
오로 용 아레나 배경,orowyrm_arena_scene
프라이머리 익질러레이트,primary_exhilarate
신타 어퍼 림 설계도,cinta_upper_limb_blueprint
신타 그립 설계도,cinta_grip_blueprint
신타 스트링 설계도,cinta_string_blueprint
신타 세트,cinta_set
신타 로워 림 설계도,cinta_lower_limb_blueprint
원형 극장 배경,amphitheater_scene
나마에스,namaes
하브,haav
시란,xiran
테신의 동굴 배경,teshins_cave_scene
선,seonn
장록각 배경,archarbor_scene
이나크,inaak
프리즈마 렌즈,prisma_lenz
센티언트 서지,sentient_surge
센티언트 배러지,sentient_barrage
아케인 파워 램프,arcane_power_ramp
프라이머리 블라이트,primary_blight
세컨더리 아웃버스트,secondary_outburst
아킴보 슬립 샷,akimbo_slip_shot
라우타 배럴,rauta_barrel
라우타 세트,rauta_set
라우타 리시버,rauta_receiver
라우타 스톡,rauta_stock
네오 l3 성유물,neo_l3_relic
메소 c8 성유물,meso_c8_relic
위습 프라임 섀시 설계도,wisp_prime_chassis_blueprint
군센 프라임 설계도,gunsen_prime_blueprint
군센 프라임 세트,gunsen_prime_set
펄민 프라임 설계도,fulmin_prime_blueprint
군센 프라임 핸들,gunsen_prime_handle
펄민 프라임 배럴,fulmin_prime_barrel
네오 c4 성유물,neo_c4_relic
네오 d7 성유물,neo_d7_relic
위습 프라임 세트,wisp_prime_set
펄민 프라임 세트,fulmin_prime_set
펄민 프라임 스톡,fulmin_prime_stock
위습 프라임 뉴로옵틱스 설계도,wisp_prime_neuroptics_blueprint
네오 f2 성유물,neo_f2_relic
네오 n23 성유물,neo_n23_relic
리스 h9 성유물,lith_h9_relic
메소 g5 성유물,meso_g5_relic
인트레피드 스탠드,intrepid_stand
액시 w3 성유물,axi_w3_relic
군센 프라임 블레이드,gunsen_prime_blade
울프룬 엔듀런스,ulfruns_endurance
리스 w3 성유물,lith_w3_relic
메소 p13 성유물,meso_p13_relic
템포럴 이로전,temporal_erosion
위습 프라임 시스템 설계도,wisp_prime_systems_blueprint
섀도우 헤이즈,shadow_haze
펄민 프라임 리시버,fulmin_prime_receiver
메소 k6 성유물,meso_k6_relic
액시 h7 성유물,axi_h7_relic
네오 t7 성유물,neo_t7_relic
위습 프라임 설계도,wisp_prime_blueprint
엑시무스 어드밴티지,eximus_advantage
메타모르픽 매거진,metamorphic_magazine
연단 섬 배경,dais_cay_scene
지하실 외곽 배경,undercroft_outskirts_scene
조그만 섬 배경,little_cay_scene
분화구 섬 배경,crater_cay_scene
구불구불한 섬 배경,winding_isles_scene
분지 섬 배경,basin_cay_scene
지하실 닥스 야영지 배경,undercroft_dax_camp_scene
지하실 거주구 배경,undercroft_township_scene
지하실 루나로 배경,undercroft_lunaro_scene
프리즈마 오마,prisma_ohma
리스 l4 성유물,lith_l4_relic
지하실 숙소 배경,undercroft_lodging_scene
액시 d4 성유물,axi_d4_relic
메소 f4 성유물,meso_f4_relic
네오 b8 성유물,neo_b8_relic
리스 m8 성유물,lith_m8_relic
리스 o3 성유물,lith_o3_relic
리스 g7 성유물,lith_g7_relic
메소 n15 성유물,meso_n15_relic
메소 z5 성유물,meso_z5_relic
액시 p5 성유물,axi_p5_relic
액시 a17 성유물,axi_a17_relic
액시 l6 성유물,axi_l6_relic
액시 g12 성유물,axi_g12_relic
액시 g11 성유물,axi_g11_relic
네오 d8 성유물,neo_d8_relic
네오 k7 성유물,neo_k7_relic
네오 k6 성유물,neo_k6_relic
네오 s18 성유물,neo_s18_relic
네오 z10 성유물,neo_z10_relic
메소 w3 성유물,meso_w3_relic
메소 c9 성유물,meso_c9_relic
메소 p14 성유물,meso_p14_relic
메소 b8 성유물,meso_b8_relic
메소 m4 성유물,meso_m4_relic
리스 n14 성유물,lith_n14_relic
리스 t10 성유물,lith_t10_relic
리스 c10 성유물,lith_c10_relic
리스 r4 성유물,lith_r4_relic
리스 g8 성유물,lith_g8_relic
그렌델 프라임 세트,grendel_prime_set
그렌델 프라임 설계도,grendel_prime_blueprint
그렌델 프라임 뉴로옵틱스 설계도,grendel_prime_neuroptics_blueprint
그렌델 프라임 섀시 설계도,grendel_prime_chassis_blueprint
그렌델 프라임 시스템 설계도,grendel_prime_systems_blueprint
매시터 프라임 세트,masseter_prime_set
매시터 프라임 설계도,masseter_prime_blueprint
매시터 프라임 블레이드,masseter_prime_blade
매시터 프라임 핸들,masseter_prime_handle
자일락 프라임 세트,zylok_prime_set
자일락 프라임 설계도,zylok_prime_blueprint
자일락 프라임 배럴,zylok_prime_barrel
자일락 프라임 리시버,zylok_prime_receiver
카탈라이징 실드,catalyzing_shields
아스트랄 본드,astral_bond
듀플렉스 본드,duplex_bond
터네이셔스 본드,tenacious_bond
탠덤 본드,tandem_bond
컨테이저스 본드,contagious_bond
미스틱 본드,mystic_bond
코버트 본드,covert_bond
리스토레이티브 본드,restorative_bond
모멘터스 본드,momentous_bond
에어리얼 본드,aerial_bond
매니폴드 본드,manifold_bond
비셔스 본드,vicious_bond
사이즈믹 본드,seismic_bond
리인포스드 본드,reinforced_bond
abyssal beacon,abyssal_beacon
고트바 프라임,gotva_prime
네오 t8 성유물,neo_t8_relic
알브레히트의 기록 보관소 배경,albrecht’s_archive_scene
알브레히트의 사무실 배경,albrecht’s_bureau_scene
해부의 성역 배경,sanctum_anatomica_scene
조각난 협곡 배경,fragmented_gorge_scene
장치의 성역 배경,fabrica_anatomica_scene
에너지 넥서스,energy_nexus
프리시젼 인텐시파이,precision_intensify
클렌즈 더 머머,cleanse_the_murmur
아토믹 폴아웃,atomic_fallout
쉬버링 컨테이젼,shivering_contagion
베인 오브 더 머머,bane_of_the_murmur
볼래틸 배리언트,volatile_variant
라디에이티드 리로드,radiated_reload
익스펠 더 머머,expel_the_murmur
크리티컬 뮤테이션,critical_mutation
액셀러레이티드 아이소토프,accelerated_isotope
포커스 라돈,focus_radon
레디 스틸,ready_steel
자타 인보케이션,xata_invocation
봄 인보케이션,vome_invocation
리스 인보케이션,ris_invocation
네트라 인보케이션,netra_invocation
로크 캔티클,lohk_canticle
크라 캔티클,khra_canticle
자후 캔티클,jahu_canticle
파스 캔티클,fass_canticle
오퍼튜니티즈 리치,opportunitys_reach
컨디션즈 퍼펙션,conditions_perfection
마스터즈 엣지,masters_edge
드리머즈 라스,dreamers_wrath
디시플린즈 메리트,disciplines_merit
컨테인먼트 브리치,containment_breach
스마이트 더 머머,smite_the_murmur
프라임드 리다이렉션,primed_redirection
만도넬 세트,mandonel_set
만도넬 설계도,mandonel_blueprint
만도넬 배럴,mandonel_barrel
만도넬 리시버,mandonel_receiver
만도넬 스톡,mandonel_stock
melee influence,melee_influence
melee retaliation,melee_retaliation
melee crescendo,melee_crescendo
밀리 볼텍스,melee_vortex
밀리 애니모시티,melee_animosity
melee exposure,melee_exposure
melee duplicate,melee_duplicate
melee fortification,melee_fortification
프라임드 컨벌션,primed_convulsion
가우스 프라임 세트,gauss_prime_set
가우스 프라임 설계도,gauss_prime_blueprint
가우스 프라임 뉴로옵틱스 설계도,gauss_prime_neuroptics_blueprint
가우스 프라임 섀시 설계도,gauss_prime_chassis_blueprint
가우스 프라임 시스템 설계도,gauss_prime_systems_blueprint
액시 a18 성유물,axi_a18_relic
액시 p6 성유물,axi_p6_relic
액시 d5 성유물,axi_d5_relic
액시 b7 성유물,axi_b7_relic
네오 a11 성유물,neo_a11_relic
네오 w1 성유물,neo_w1_relic
네오 f3 성유물,neo_f3_relic
메소 b9 성유물,meso_b9_relic
메소 g6 성유물,meso_g6_relic
메소 a5 성유물,meso_a5_relic
메소 h6 성유물,meso_h6_relic
메소 h5 성유물,meso_h5_relic
리스 g10 성유물,lith_g10_relic
리스 p8 성유물,lith_p8_relic
리스 g9 성유물,lith_g9_relic
리스 r5 성유물,lith_r5_relic
리스 a6 성유물,lith_a6_relic
리스 c11 성유물,lith_c11_relic
아카리우스 프라임 세트,akarius_prime_set
아카리우스 프라임 설계도,akarius_prime_blueprint
아카리우스 프라임 배럴,akarius_prime_barrel
아카리우스 프라임 리시버,akarius_prime_receiver
아카리우스 프라임 링크,akarius_prime_link
액셀트라 프라임 세트,acceltra_prime_set
액셀트라 프라임 설계도,acceltra_prime_blueprint
액셀트라 프라임 배럴,acceltra_prime_barrel
액셀트라 프라임 리시버,acceltra_prime_receiver
액셀트라 프라임 스톡,acceltra_prime_stock
드리머즈 본드,dreamers_bond
크리티컬 멜트다운,critical_meltdown
액시 v11 성유물,axi_v11_relic
액시 c8 성유물,axi_c8_relic
네오 p5 성유물,neo_p5_relic
메소 c10 성유물,meso_c10_relic
메소 a6 성유물,meso_a6_relic
리스 g11 성유물,lith_g11_relic
리스 t11 성유물,lith_t11_relic
단테의 안식처 배경,dantes_retreat_scene
버려진 그릇 배경,the_abandoned_vessel_scene
로얄 메룰리나,loyal_merulina
라스 오브 우코,wrath_of_ukko
일루시브 레트리뷰션,elusive_retribution
디바인 레트리뷰션,divine_retribution
데미지 디코이,damage_decoy
패러시틱 바이탈리티,parasitic_vitality
악시오스 자벨리니어,axios_javelineers
리크리스탈라이즈,recrystalize
워리어즈 레스트,warriors_rest
가디언 아머,guardian_armor
베일런스 포메이션,valence_formation
프로티아 프라임 세트,protea_prime_set
프로티아 프라임 설계도,protea_prime_blueprint
프로티아 프라임 뉴로옵틱스 설계도,protea_prime_neuroptics_blueprint
프로티아 프라임 섀시 설계도,protea_prime_chassis_blueprint
프로티아 프라임 시스템 설계도,protea_prime_systems_blueprint
액시 b8 성유물,axi_b8_relic
액시 f2 성유물,axi_f2_relic
액시 p7 성유물,axi_p7_relic
네오 m5 성유물,neo_m5_relic
네오 a12 성유물,neo_a12_relic
네오 p6 성유물,neo_p6_relic
네오 o2 성유물,neo_o2_relic
메소 w5 성유물,meso_w5_relic
메소 w4 성유물,meso_w4_relic
메소 g7 성유물,meso_g7_relic
메소 v9 성유물,meso_v9_relic
리스 t12 성유물,lith_t12_relic
리스 p9 성유물,lith_p9_relic
벨록스 프라임 세트,velox_prime_set
벨록스 프라임 설계도,velox_prime_blueprint
벨록스 프라임 배럴,velox_prime_barrel
벨록스 프라임 리시버,velox_prime_receiver
오키나 프라임 세트,okina_prime_set
오키나 프라임 설계도,okina_prime_blueprint
오키나 프라임 핸들,okina_prime_handle
오키나 프라임 블레이드,okina_prime_blade
클립 델리게이션,clip_delegation
포톤 오버차지,photon_overcharge
신타 설계도,cinta_blueprint
아케인 아이스 스톰,arcane_ice_storm
세컨더리 서지,secondary_surge
아케인 배터리,arcane_battery
세컨더리 포티파이어,secondary_fortifier
연회장 시뮬라크럼,the_ballroom_simulacrum
성채 시뮬라크럼,the_citadel_simulacrum
오로 용 아레나 시뮬라크럼,orowyrm_arena_simulacrum
성역 시뮬라크럼,sanctum_simulacrum
자누카 아레나 시뮬라크럼,zanuka_arena_simulacrum
그리니어 소행성 시뮬라크럼,grineer_asteroid_simulacrum
오로킨 폐함선 시뮬라크럼,orokin_derelict_simulacrum
앰뷸라스 아레나 시뮬라크럼,ambulas_arena_simulacrum
레드 베일 사원 시뮬라크럼,red_veil_temple_simulacrum
달빛이 비치는 안뜰 시뮬라크럼,moonlit_courtyard_simulacrum
샷건 엘리멘탈리스트,shotgun_elementalist
세미-샷건 캐노네이드,shotgun_cannonade
라이플 엘리멘탈리스트,rifle_elementalist
세미-라이플 캐노네이드,semi_rifle_cannonade
피스톨 엘리멘탈리스트,pistol_elementalist
세미-피스톨 캐노네이드,semi_pistol_cannonade
밀리 엘리멘탈리스트,melee_elementalist
다크 프로파게이션,dark_propagation
템포럴 아틸러리,temporal_artillery
스펙트럴 스피릿,spectral_spirit
레킹 월,wrecking_wall
밀리 어플릭션즈,melee_afflictions
프라임드 듀얼 라운즈,primed_dual_rounds
리스 e1 성유물,lith_e1_relic
리스 k11 성유물,lith_k11_relic
리스 h10 성유물,lith_h10_relic
메소 s14 성유물,meso_s14_relic
메소 b10 성유물,meso_b10_relic
메소 n16 성유물,meso_n16_relic
메소 s13 성유물,meso_s13_relic
네오 g5 성유물,neo_g5_relic
액시 r4 성유물,axi_r4_relic
액시 t11 성유물,axi_t11_relic
액시 s15 성유물,axi_s15_relic
프라임드 데들리 이피션시,primed_deadly_efficiency
네오 g6 성유물,neo_g6_relic
액시 m5 성유물,axi_m5_relic
아크매그너스 프라임 세트,akmagnus_prime_set
아크매그너스 프라임 설계도,akmagnus_prime_blueprint
아크매그너스 프라임 링크,akmagnus_prime_link
세바고스 프라임 세트,sevagoth_prime_set
세바고스 프라임 설계도,sevagoth_prime_blueprint
세바고스 프라임 뉴로옵틱스 설계도,sevagoth_prime_neuroptics_blueprint
세바고스 프라임 섀시 설계도,sevagoth_prime_chassis_blueprint
세바고스 프라임 시스템 설계도,sevagoth_prime_systems_blueprint
액시 s17 성유물,axi_s17_relic
액시 s16 성유물,axi_s16_relic
액시 o6 성유물,axi_o6_relic
네오 p7 성유물,neo_p7_relic
네오 b9 성유물,neo_b9_relic
네오 z11 성유물,neo_z11_relic
네오 g7 성유물,neo_g7_relic
네오 a13 성유물,neo_a13_relic
네오 e4 성유물,neo_e4_relic
메소 f5 성유물,meso_f5_relic
메소 a7 성유물,meso_a7_relic
메소 h7 성유물,meso_h7_relic
메소 n17 성유물,meso_n17_relic
리스 g12 성유물,lith_g12_relic
리스 n15 성유물,lith_n15_relic
리스 w4 성유물,lith_w4_relic
리스 c12 성유물,lith_c12_relic
에피타프 프라임 세트,epitaph_prime_set
에피타프 프라임 설계도,epitaph_prime_blueprint
에피타프 프라임 배럴,epitaph_prime_barrel
에피타프 프라임 리시버,epitaph_prime_receiver
노틸러스 프라임 세트,nautilus_prime_set
노틸러스 프라임 설계도,nautilus_prime_blueprint
노틸러스 프라임 세러브럼,nautilus_prime_cerebrum
노틸러스 프라임 카라페이스,nautilus_prime_carapace
노틸러스 프라임 시스템,nautilus_prime_systems
버닝 헤이트,burning_hate
언신 드레드,unseen_dread
프레이 오브 다이나르,prey_of_dynar
이지스 게일,aegis_gale
코일 리차지,coil_recharge
개스트로,gastro
히가사 서레이션,higasa_serration
아마나타 프레셔,amanata_pressure
셉시스 클로,sepsis_claws
버닝 클로,burning_claws
쇼킹 클로,shocking_claws
칠링 클로,chilling_claws
어쌔신 포스처,assassin_posture
프렌지드 포스처,frenzied_posture
프로텍터 포스처,protector_posture
퍼시스턴트 퍼스처,persistent_posture
일루시브 포스처,elusive_posture
밸런스드 포스처,balanced_posture
리소스풀 리트리버,resourceful_retriever
로얄 리트리버,loyal_retriever
프로스페로스 리트리버,prosperous_retriever
프리시젼 컨디셔닝,precision_conditioning
이뮤니티 레지스턴스,immunity_resistance
마그네틱 스트라이크,magnetic_strike
벨 링어,bell_ringer
블러드써스트,bloodthirst
디스애이블링 컨디셔닝,disabling_conditioning
컬 더 위크,cull_the_weak
브루트 컨디셔닝,brute_conditioning
갈바나이즈드 스틸,galvanized_steel
갈바나이즈드 리플렉스,galvanized_reflex
갈바나이즈드 엘리멘탈리스트,galvanized_elementalist
리스 d6 성유물,lith_d6_relic
메소 h8 성유물,meso_h8_relic
네오 c5 성유물,neo_c5_relic
네오 k8 성유물,neo_k8_relic
액시 g13 성유물,axi_g13_relic
액시 n11 성유물,axi_n11_relic
자쿠 프라임 세트,xaku_prime_set
자쿠 프라임 설계도,xaku_prime_blueprint
자쿠 프라임 뉴로옵틱스 설계도,xaku_prime_neuroptics_blueprint
자쿠 프라임 섀시 설계도,xaku_prime_chassis_blueprint
자쿠 프라임 시스템 설계도,xaku_prime_systems_blueprint
트럼나 프라임 세트,trumna_prime_set
트럼나 프라임 설계도,trumna_prime_blueprint
트럼나 프라임 배럴,trumna_prime_barrel
트럼나 프라임 리시버,trumna_prime_receiver
트럼나 프라임 스톡,trumna_prime_stock
콰서스 프라임 세트,quassus_prime_set
콰서스 프라임 설계도,quassus_prime_blueprint
콰서스 프라임 핸들,quassus_prime_handle
콰서스 프라임 블레이드,quassus_prime_blade
액시 a19 성유물,axi_a19_relic
액시 g14 성유물,axi_g14_relic
액시 h8 성유물,axi_h8_relic
액시 t12 성유물,axi_t12_relic
네오 w2 성유물,neo_w2_relic
네오 g8 성유물,neo_g8_relic
네오 q1 성유물,neo_q1_relic
네오 l4 성유물,neo_l4_relic
메소 v10 성유물,meso_v10_relic
메소 t7 성유물,meso_t7_relic
메소 e6 성유물,meso_e6_relic
메소 g8 성유물,meso_g8_relic
리스 m9 성유물,lith_m9_relic
리스 g13 성유물,lith_g13_relic
리스 n16 성유물,lith_n16_relic
리스 x1 성유물,lith_x1_relic
아케인 크리퍼스큘러,arcane_crepuscular
아케인 임페터스,arcane_impetus
프라이머리 크럭스,primary_crux
세컨더리 에너베이트,secondary_enervate
밀리 다우티,melee_doughty
아케인 카미사도,arcane_camisado
아케인 벨리코스,arcane_bellicose
아케인 트러큘런스,arcane_truculence
쇼핑몰 원형 홀 시뮬라크럼,mall_rotunda_simulacrum
홀바니아 안뜰 시뮬라크럼,höllvanian_courtyard_simulacrum
홀바니아 여름 테라스 배경,höllvanian_terrace_in_summer
테크 타이탄 전자제품 매장 배경,tech_titan_electronics_store
홀바니아 겨울 교차로 배경,höllvanian_intersection_in_winter
홀바니아 중앙 쇼핑몰 지하철,höllvania_central_mall_subway
홀바니아 여름 주택 배경,höllvanian_tenements_in_summer
홀바니아 봄 역사 지구 배경,höllvanian_historic_quarter_in_spring
홀바니아 가을 구시가지 배경,höllvanian_old_town_in_fall
오빗 오락실 배경,orbit_arcade
중앙 쇼핑몰 밀실 배경,central_mall_backroom
마그네틱 웰트,magnetic_welt
마그네틱 스트레이프,magnetic_strafe
라돈 클로,radon_claws
마그네틱 클로,magnetic_claws
프라이머리 어큐이티,primary_acuity
스펙트럴 서레이션,spectral_serration
마그네틱 캐퍼시티,magnetic_capacity
피스톨 어큐이티,pistol_acuity
머시리스 건파이트,merciless_gunfight
마그네틱 러쉬,magnetic_rush
워디 콤래더리,worthy_comradery
서머너스 래스,summoner’s_wrath
마그네타이즈드 사이클,magnetized_cycle
마그네타이즈드 코어,magnetized_core
리코니펙스 세트,reconifex_set
리코니펙스 배럴,reconifex_barrel
리코니펙스 리시버,reconifex_receiver
리코니펙스 스톡,reconifex_stock
베스퍼 77 세트,vesper_77_set
베스퍼 77 배럴,vesper_77_barrel
베스퍼 77 리시버,vesper_77_receiver
베스퍼 77 핸들,vesper_77_handle
세도 프라임 세트,cedo_prime_set
세도 프라임 설계도,cedo_prime_blueprint
세도 프라임 리시버,cedo_prime_receiver
세도 프라임 배럴,cedo_prime_barrel
세도 프라임 스톡,cedo_prime_stock
