de,slug
meso-relikt: p11,meso_p11_relic
arkana: primäres hindernis,primary_obstruct
arkana: absicht,arcane_intention
arkana: sekundärer schauer,secondary_shiver
lith-relikt: v10,lith_v10_relic
meso-relikt: p12,meso_p12_relic
arkana: langbogen präzision,longbow_sharpshot
photora-szene: tiefhügelregion,netherbarrow_region_scene
arkana: schrotflinten vendetta,shotgun_vendetta
photora-szene: gruftoper,undercroft_opera_scene
neo-relikt: a10,neo_a10_relic
axi-relikt: k12,axi_k12_relic
axi-relikt: i3,axi_i3_relic
magus: aggression,magus_aggress
meso-relikt: c7,meso_c7_relic
photora-szene: gruftpark,undercroft_park_scene
photora-szene: burgstadt,castle_town_scene
photora-szene: festland-weiler,mainland_hamlets_scene
arkana: schnitter,arcane_reaper
photora-szene: obere zuflucht,upperhaven_scene
berggrat,mountains_edge
photora-szene: orowyrm arena,orowyrm_arena_scene
arkana: primärer aufschwung,primary_exhilarate
cinta: oberteil blaupause,cinta_upper_limb_blueprint
cinta: griff blaupause,cinta_grip_blueprint
cinta: sehne blaupause,cinta_string_blueprint
cinta: set,cinta_set
cinta: unterteil blaupause,cinta_lower_limb_blueprint
photora-szene: amphitheater,amphitheater_scene
namaes,namaes
haav,haav
xiran,xiran
photora-szene: teshins höhle,teshins_cave_scene
seonn,seonn
photora-szene: archarbor,archarbor_scene
inaak,inaak
prisma lenz,prisma_lenz
sentientwoge,sentient_surge
sentient salve,sentient_barrage
arkana: kraftanstieg,arcane_power_ramp
arkana: primäre fäule,primary_blight
arkana: sekundärer ausbruch,secondary_outburst
arkana: akimbo gleitschuss,akimbo_slip_shot
rauta: lauf,rauta_barrel
rauta: set,rauta_set
rauta: gehäuse,rauta_receiver
rauta: schaft,rauta_stock
neo-relikt: l3,neo_l3_relic
meso-relikt: c8,meso_c8_relic
wisp prime: chassis blaupause,wisp_prime_chassis_blueprint
gunsen prime blaupause,gunsen_prime_blueprint
gunsen prime: set,gunsen_prime_set
fulmin prime blaupause,fulmin_prime_blueprint
gunsen prime: griff,gunsen_prime_handle
fulmin prime: lauf,fulmin_prime_barrel
neo-relikt: c4,neo_c4_relic
neo-relikt: d7,neo_d7_relic
wisp prime: set,wisp_prime_set
fulmin prime: set,fulmin_prime_set
fulmin prime: schaft,fulmin_prime_stock
wisp prime: neuroptik blaupause,wisp_prime_neuroptics_blueprint
neo-relikt: f2,neo_f2_relic
neo-relikt: n23,neo_n23_relic
lith-relikt: h9,lith_h9_relic
meso-relikt: g5,meso_g5_relic
kühner widerstand,intrepid_stand
axi-relikt: w3,axi_w3_relic
gunsen prime: klinge,gunsen_prime_blade
ulfruns durchhaltevermögen,ulfruns_endurance
lith-relikt: w3,lith_w3_relic
meso-relikt: p13,meso_p13_relic
temporale erosion,temporal_erosion
wisp prime: systeme blaupause,wisp_prime_systems_blueprint
schattenhafter nebel,shadow_haze
fulmin prime: gehäuse,fulmin_prime_receiver
meso-relikt: k6,meso_k6_relic
axi-relikt: h7,axi_h7_relic
neo-relikt: t7,neo_t7_relic
wisp prime blaupause,wisp_prime_blueprint
eximus vorteil,eximus_advantage
metamorphes magazin,metamorphic_magazine
photora-szene: kraterpodium,dais_cay_scene
photora-szene: gruftrandbereich,undercroft_outskirts_scene
photora-szene: kleiner krater,little_cay_scene
photora-szene: kraterinsel,crater_cay_scene
photora-szene: inselwindung,winding_isles_scene
photora-szene: kraterbecken,basin_cay_scene
photora-szene: gruft dax-camp,undercroft_dax_camp_scene
photora-szene: gruftgemeinschaft,undercroft_township_scene
photora-szene: gruft lunaro,undercroft_lunaro_scene
prisma ohma,prisma_ohma
lith-relikt: l4,lith_l4_relic
photora-szene: gruftbehausung,undercroft_lodging_scene
axi-relikt: d4,axi_d4_relic
meso-relikt: f4,meso_f4_relic
neo-relikt: b8,neo_b8_relic
lith-relikt: m8,lith_m8_relic
lith-relikt: o3,lith_o3_relic
lith-relikt: g7,lith_g7_relic
meso-relikt: n15,meso_n15_relic
meso-relikt: z5,meso_z5_relic
axi-relikt: p5,axi_p5_relic
axi-relikt: a17,axi_a17_relic
axi-relikt: l6,axi_l6_relic
axi-relikt: g12,axi_g12_relic
axi-relikt: g11,axi_g11_relic
neo-relikt: d8,neo_d8_relic
neo-relikt: k7,neo_k7_relic
neo-relikt: k6,neo_k6_relic
neo-relikt: s18,neo_s18_relic
neo-relikt: z10,neo_z10_relic
meso-relikt: w3,meso_w3_relic
meso-relikt: c9,meso_c9_relic
meso-relikt: p14,meso_p14_relic
meso-relikt: b8,meso_b8_relic
meso-relikt: m4,meso_m4_relic
lith-relikt: n14,lith_n14_relic
lith-relikt: t10,lith_t10_relic
lith-relikt: c10,lith_c10_relic
lith-relikt: r4,lith_r4_relic
lith-relikt: g8,lith_g8_relic
grendel prime: set,grendel_prime_set
grendel prime blaupause,grendel_prime_blueprint
grendel prime: neuroptik blaupause,grendel_prime_neuroptics_blueprint
grendel prime: chassis blaupause,grendel_prime_chassis_blueprint
grendel prime: systeme blaupause,grendel_prime_systems_blueprint
masseter prime: set,masseter_prime_set
masseter prime blaupause,masseter_prime_blueprint
masseter prime: klinge,masseter_prime_blade
masseter prime: griff,masseter_prime_handle
zylok prime: set,zylok_prime_set
zylok prime blaupause,zylok_prime_blueprint
zylok prime: lauf,zylok_prime_barrel
zylok prime: gehäuse,zylok_prime_receiver
katalysierende schilde,catalyzing_shields
astrale bindung,astral_bond
doppelte bindung,duplex_bond
zähe bindung,tenacious_bond
kombinierte bindung,tandem_bond
ansteckende bindung,contagious_bond
mystische bindung,mystic_bond
geheime bindung,covert_bond
heilende bindung,restorative_bond
bedeutende bindung,momentous_bond
fliegende bindung,aerial_bond
vielfältige bindung,manifold_bond
wilde bindung,vicious_bond
seismische bindung,seismic_bond
verstärkte bindung,reinforced_bond
abyssal beacon,abyssal_beacon
gotva prime,gotva_prime
neo-relikt: t8,neo_t8_relic
photora-szene: albrechts archiv,albrecht’s_archive_scene
photora-szene: albrechts büro,albrecht’s_bureau_scene
photora-szene: sanctum anatomica,sanctum_anatomica_scene
photora-szene: fragmentum-schlund,fragmented_gorge_scene
photora-szene: fabrica anatomica,fabrica_anatomica_scene
energie nexus,energy_nexus
präzise verstärkung,precision_intensify
säuberung des raunens,cleanse_the_murmur
atomarer niederschlag,atomic_fallout
bebende ansteckung,shivering_contagion
verderben des raunens,bane_of_the_murmur
volatile variante,volatile_variant
verstrahltes nachladen,radiated_reload
vertreibung des raunens,expel_the_murmur
kritische mutation,critical_mutation
beschleunigtes isotop,accelerated_isotope
fokus radon,focus_radon
fertiger stahl,ready_steel
anrufung: xata,xata_invocation
anrufung: vome,vome_invocation
anrufung: ris,ris_invocation
anrufung: netra,netra_invocation
loblied: lohk,lohk_canticle
loblied: khra,khra_canticle
loblied: jahu,jahu_canticle
loblied: fass,fass_canticle
reichweite der gelegenheit,opportunitys_reach
perfekte kondition,conditions_perfection
vorteil des meisters,masters_edge
träumers zorn,dreamers_wrath
wert der disziplin,disciplines_merit
eindämmungsbruch,containment_breach
peinigung des raunens,smite_the_murmur
primed umlenkung,primed_redirection
mandonel: set,mandonel_set
mandonel blaupause,mandonel_blueprint
mandonel: lauf,mandonel_barrel
mandonel: gehäuse,mandonel_receiver
mandonel: schaft,mandonel_stock
melee influence,melee_influence
melee retaliation,melee_retaliation
melee crescendo,melee_crescendo
nahkampf: wirbel,melee_vortex
nahkampf: anfeindung,melee_animosity
melee exposure,melee_exposure
melee duplicate,melee_duplicate
melee fortification,melee_fortification
primed zuckungen,primed_convulsion
gauss prime: set,gauss_prime_set
gauss prime blaupause,gauss_prime_blueprint
gauss prime: neuroptik blaupause,gauss_prime_neuroptics_blueprint
gauss prime: chassis blaupause,gauss_prime_chassis_blueprint
gauss prime: systeme blaupause,gauss_prime_systems_blueprint
axi-relikt: a18,axi_a18_relic
axi-relikt: p6,axi_p6_relic
axi-relikt: d5,axi_d5_relic
axi-relikt: b7,axi_b7_relic
neo-relikt: a11,neo_a11_relic
neo-relikt: w1,neo_w1_relic
neo-relikt: f3,neo_f3_relic
meso-relikt: b9,meso_b9_relic
meso-relikt: g6,meso_g6_relic
meso-relikt: a5,meso_a5_relic
meso-relikt: h6,meso_h6_relic
meso-relikt: h5,meso_h5_relic
lith-relikt: g10,lith_g10_relic
lith-relikt: p8,lith_p8_relic
lith-relikt: g9,lith_g9_relic
lith-relikt: r5,lith_r5_relic
lith-relikt: a6,lith_a6_relic
lith-relikt: c11,lith_c11_relic
akarius prime: set,akarius_prime_set
akarius prime blaupause,akarius_prime_blueprint
akarius prime: lauf,akarius_prime_barrel
akarius prime: gehäuse,akarius_prime_receiver
akarius prime: verbindung,akarius_prime_link
acceltra prime: set,acceltra_prime_set
acceltra prime blaupause,acceltra_prime_blueprint
acceltra prime: lauf,acceltra_prime_barrel
acceltra prime: gehäuse,acceltra_prime_receiver
acceltra prime: schaft,acceltra_prime_stock
träumers bindung,dreamers_bond
kritische kernschmelze,critical_meltdown
axi-relikt: v11,axi_v11_relic
axi-relikt: c8,axi_c8_relic
neo-relikt: p5,neo_p5_relic
meso-relikt: c10,meso_c10_relic
meso-relikt: a6,meso_a6_relic
lith-relikt: g11,lith_g11_relic
lith-relikt: t11,lith_t11_relic
photora-szene: dantes zufluchtsort,dantes_retreat_scene
photora-szene: das verlassene gefäß,the_abandoned_vessel_scene
loyale merulina,loyal_merulina
zorn von ukko,wrath_of_ukko
tra­ver­sie­rende vergeltung,elusive_retribution
heilige vergeltung,divine_retribution
schadensköder,damage_decoy
parasitäre vitalität,parasitic_vitality
axios speerwerfer,axios_javelineers
rekristallisieren,recrystalize
rast des kriegers,warriors_rest
wächter-rüstung,guardian_armor
valenz-formation,valence_formation
protea prime: set,protea_prime_set
protea prime blaupause,protea_prime_blueprint
protea prime: neuroptik blaupause,protea_prime_neuroptics_blueprint
protea prime: chassis blaupause,protea_prime_chassis_blueprint
protea prime: systeme blaupause,protea_prime_systems_blueprint
axi-relikt: b8,axi_b8_relic
axi-relikt: f2,axi_f2_relic
axi-relikt: p7,axi_p7_relic
neo-relikt: m5,neo_m5_relic
neo-relikt: a12,neo_a12_relic
neo-relikt: p6,neo_p6_relic
neo-relikt: o2,neo_o2_relic
meso-relikt: w5,meso_w5_relic
meso-relikt: w4,meso_w4_relic
meso-relikt: g7,meso_g7_relic
meso-relikt: v9,meso_v9_relic
lith-relikt: t12,lith_t12_relic
lith-relikt: p9,lith_p9_relic
velox prime: set,velox_prime_set
velox prime blaupause,velox_prime_blueprint
velox prime: lauf,velox_prime_barrel
velox prime: gehäuse,velox_prime_receiver
okina prime: set,okina_prime_set
okina prime blaupause,okina_prime_blueprint
okina prime: griff,okina_prime_handle
okina prime: klinge,okina_prime_blade
magazin-delegierung,clip_delegation
photonenüberladung,photon_overcharge
cinta blaupause,cinta_blueprint
arkana: eissturm,arcane_ice_storm
arkana: sekundärer schub,secondary_surge
arkana: batterie-panzer,arcane_battery
arkana: sekundäre verstärkung,secondary_fortifier
simulacrum: der ballsaal,the_ballroom_simulacrum
simulacrum: die zitadelle,the_citadel_simulacrum
simulacrum: orowyrm arena,orowyrm_arena_simulacrum
sanctum simulacrum,sanctum_simulacrum
simulacrum: zanuka arena,zanuka_arena_simulacrum
simulacrum: grineer asteroid,grineer_asteroid_simulacrum
simulacrum: orokin wrack,orokin_derelict_simulacrum
simulacrum: ambulas arena,ambulas_arena_simulacrum
simulacrum: red veil tempel,red_veil_temple_simulacrum
simulacrum: hofplatz im mondlicht,moonlit_courtyard_simulacrum
schrotflinten-elementarist,shotgun_elementalist
halbauto. schrotflinten-kanonade,shotgun_cannonade
gewehr-elementarist,rifle_elementalist
halbauto. gewehr-kanonade,semi_rifle_cannonade
pistolen-elementarist,pistol_elementalist
halbauto. pistolen-kanonade,semi_pistol_cannonade
nahkampf-elementarist,melee_elementalist
dunkle ausbreitung,dark_propagation
temporale artillerie,temporal_artillery
spektraler geist,spectral_spirit
abriss,wrecking_wall
nahkampf: leiden,melee_afflictions
primed dualgeschosse,primed_dual_rounds
lith-relikt: e1,lith_e1_relic
lith-relikt: k11,lith_k11_relic
lith-relikt: h10,lith_h10_relic
meso-relikt: s14,meso_s14_relic
meso-relikt: b10,meso_b10_relic
meso-relikt: n16,meso_n16_relic
meso-relikt: s13,meso_s13_relic
neo-relikt: g5,neo_g5_relic
axi-relikt: r4,axi_r4_relic
axi-relikt: t11,axi_t11_relic
axi-relikt: s15,axi_s15_relic
primed tödliche effizienz,primed_deadly_efficiency
neo-relikt: g6,neo_g6_relic
axi-relikt: m5,axi_m5_relic
akmagnus prime: set,akmagnus_prime_set
akmagnus prime blaupause,akmagnus_prime_blueprint
akmagnus prime: verbindung,akmagnus_prime_link
sevagoth prime: set,sevagoth_prime_set
sevagoth prime blaupause,sevagoth_prime_blueprint
sevagoth prime: neuroptik blaupause,sevagoth_prime_neuroptics_blueprint
sevagoth prime: chassis blaupause,sevagoth_prime_chassis_blueprint
sevagoth prime: systeme blaupause,sevagoth_prime_systems_blueprint
axi-relikt: s17,axi_s17_relic
axi-relikt: s16,axi_s16_relic
axi-relikt: o6,axi_o6_relic
neo-relikt: p7,neo_p7_relic
neo-relikt: b9,neo_b9_relic
neo-relikt: z11,neo_z11_relic
neo-relikt: g7,neo_g7_relic
neo-relikt: a13,neo_a13_relic
neo-relikt: e4,neo_e4_relic
meso-relikt: f5,meso_f5_relic
meso-relikt: a7,meso_a7_relic
meso-relikt: h7,meso_h7_relic
meso-relikt: n17,meso_n17_relic
lith-relikt: g12,lith_g12_relic
lith-relikt: n15,lith_n15_relic
lith-relikt: w4,lith_w4_relic
lith-relikt: c12,lith_c12_relic
epitaph prime: set,epitaph_prime_set
epitaph prime blaupause,epitaph_prime_blueprint
epitaph prime: lauf,epitaph_prime_barrel
epitaph prime: gehäuse,epitaph_prime_receiver
nautilus prime: set,nautilus_prime_set
nautilus prime blaupause,nautilus_prime_blueprint
nautilus prime: cerebrum,nautilus_prime_cerebrum
nautilus prime: panzer,nautilus_prime_carapace
nautilus prime: systeme,nautilus_prime_systems
brennender hass,burning_hate
unsichtbares grauen,unseen_dread
dynars beute,prey_of_dynar
ägis-böe,aegis_gale
spulenladerate,coil_recharge
gastro,gastro
higasa: einkerbung,higasa_serration
amanata-druck,amanata_pressure
vergiftende klauen,sepsis_claws
brennende klauen,burning_claws
elektrische klauen,shocking_claws
eisige klauen,chilling_claws
mörderische stellung,assassin_posture
ungestüme stellung,frenzied_posture
beschützende stellung,protector_posture
beständige stellung,persistent_posture
scheue stellung,elusive_posture
ausgewogene stellung,balanced_posture
einfallsreiches apportieren,resourceful_retriever
loyales apportieren,loyal_retriever
reiches apportieren,prosperous_retriever
präzise konditionierung,precision_conditioning
immunitäts-widerstand,immunity_resistance
magnetischer schlag,magnetic_strike
glöckner,bell_ringer
blutdurst,bloodthirst
ausschaltende konditionierung,disabling_conditioning
die schwachen auslesen,cull_the_weak
brutale konditionierung,brute_conditioning
galvanisierter stahl,galvanized_steel
galvanisierter reflex,galvanized_reflex
galvanisierter elementalist,galvanized_elementalist
lith-relikt: d6,lith_d6_relic
meso-relikt: h8,meso_h8_relic
neo-relikt: c5,neo_c5_relic
neo-relikt: k8,neo_k8_relic
axi-relikt: g13,axi_g13_relic
axi-relikt: n11,axi_n11_relic
xaku prime: set,xaku_prime_set
xaku prime blaupause,xaku_prime_blueprint
xaku prime: neuroptik blaupause,xaku_prime_neuroptics_blueprint
xaku prime: chassis blaupause,xaku_prime_chassis_blueprint
xaku prime: systeme blaupause,xaku_prime_systems_blueprint
trumna prime: set,trumna_prime_set
trumna prime blaupause,trumna_prime_blueprint
trumna prime: lauf,trumna_prime_barrel
trumna prime: gehäuse,trumna_prime_receiver
trumna prime: schaft,trumna_prime_stock
quassus prime: set,quassus_prime_set
quassus prime blaupause,quassus_prime_blueprint
quassus prime: griff,quassus_prime_handle
quassus prime: klinge,quassus_prime_blade
axi-relikt: a19,axi_a19_relic
axi-relikt: g14,axi_g14_relic
axi-relikt: h8,axi_h8_relic
axi-relikt: t12,axi_t12_relic
neo-relikt: w2,neo_w2_relic
neo-relikt: g8,neo_g8_relic
neo-relikt: q1,neo_q1_relic
neo-relikt: l4,neo_l4_relic
meso-relikt: v10,meso_v10_relic
meso-relikt: t7,meso_t7_relic
meso-relikt: e6,meso_e6_relic
meso-relikt: g8,meso_g8_relic
lith-relikt: m9,lith_m9_relic
lith-relikt: g13,lith_g13_relic
lith-relikt: n16,lith_n16_relic
lith-relikt: x1,lith_x1_relic
arkana: dämmerung,arcane_crepuscular
arkana: impuls,arcane_impetus
primäre crux,primary_crux
sekundäres schwächen,secondary_enervate
kühner nahkampf,melee_doughty
arkana: nachtüberfall,arcane_camisado
arkana: streitsucht,arcane_bellicose
arkana: trotz,arcane_truculence
simulacrum: einkaufszentrum rotunde,mall_rotunda_simulacrum
simulacrum: höllvania vorhof,höllvanian_courtyard_simulacrum
photora-szene: höllvanische terasse im sommer,höllvanian_terrace_in_summer
photora-szene: tech-titan elektronikgeschäft,tech_titan_electronics_store
photora-szene: höllvanische kreuzung im winter,höllvanian_intersection_in_winter
photora-szene: u-bahn des höllvania-einkaufszentrums,höllvania_central_mall_subway
photora-szene: höllvanische wohnhäuser im sommer,höllvanian_tenements_in_summer
photora-szene: höllvanisches altstadtviertel im frühling,höllvanian_historic_quarter_in_spring
photora-szene: höllvanische altstadt im herbst,höllvanian_old_town_in_fall
photora-szene: orbit spielhalle,orbit_arcade
photora-szene: hinterzimmer im einkaufzentrum,central_mall_backroom
magnetische fassung,magnetic_welt
magnetisches beharren,magnetic_strafe
radon-klauen,radon_claws
magnetische klauen,magnetic_claws
primärer scharfsinn,primary_acuity
spektrale einkerbung,spectral_serration
magnetische kapazität,magnetic_capacity
pistolen-scharfsinn,pistol_acuity
gnadenloses feuergefecht,merciless_gunfight
magnetischer rausch,magnetic_rush
würdige kameradschaft,worthy_comradery
zorn des herbeirufens,summoner’s_wrath
magnetischer zyklus,magnetized_cycle
magnetischer kern,magnetized_core
reconifex: set,reconifex_set
reconifex: lauf,reconifex_barrel
reconifex: gehäuse,reconifex_receiver
reconifex: schaft,reconifex_stock
vesper 77: set,vesper_77_set
vesper 77: lauf,vesper_77_barrel
vesper 77: gehäuse,vesper_77_receiver
vesper 77: griff,vesper_77_handle
cedo prime: set,cedo_prime_set
cedo prime blaupause,cedo_prime_blueprint
cedo prime: gehäuse,cedo_prime_receiver
cedo prime: lauf,cedo_prime_barrel
cedo prime: schaft,cedo_prime_stock
dual-zoren prime: set,dual_zoren_prime_set
dual-zoren prime blaupause,dual_zoren_prime_blueprint
dual-zoren prime: griff,dual_zoren_prime_handle
dual-zoren prime: klinge,dual_zoren_prime_blade
lavos prime: set,lavos_prime_set
lavos prime blaupause,lavos_prime_blueprint
lavos prime: neuroptik blaupause,lavos_prime_neuroptics_blueprint
lavos prime: chassis blaupause,lavos_prime_chassis_blueprint
lavos prime: systeme blaupause,lavos_prime_systems_blueprint
axi-relikt: p9,axi_p9_relic
axi-relikt: m6,axi_m6_relic
axi-relikt: z2,axi_z2_relic
axi-relikt: f3,axi_f3_relic
axi-relikt: p8,axi_p8_relic
neo-relikt: d9,neo_d9_relic
neo-relikt: t9,neo_t9_relic
neo-relikt: x1,neo_x1_relic
neo-relikt: c6,neo_c6_relic
meso-relikt: a8,meso_a8_relic
lith-relikt: s16,lith_s16_relic
lith-relikt: a7,lith_a7_relic
lith-relikt: q1,lith_q1_relic
lith-relikt: l5,lith_l5_relic
meso-relikt: p15,meso_p15_relic
biotische kugeln,biotic_rounds
bleihaltiges gas,leaded_gas
lith-relikt: s17,lith_s17_relic
meso-relikt: s15,meso_s15_relic
meso-relikt: m5,meso_m5_relic
neo-relikt: n19,neo_n19_relic
neo-relikt: s19,neo_s19_relic
axi-relikt: n12,axi_n12_relic
wurm-weg,worm_away
trojaner-aufspürer,trojan_tracker
soft-safe,soft_safe
anti-v,anti_v
byteryte,byteryte
keep-clean,keep_clean
laufwerk-staubwedel,drive_duster
computer-streife,computer_cop
schnell-korrektur,quick_correct
immuno-schild,immuno_shield
sofort-sicherung,instant_secure
gefahren-blocker,threat_blocker
turbo-schutz,turbo_protect
photora-szene: technocyte coda-stadion,technocyte_coda_stadium_scene
kataklysmus-portal,cataclysmic_gate
omikujis glück,omikujis_fortune
konduktsphäre,conductive_sphere
fusions-kernschmelze,fused_crucible
arkana: ausreißer,arcane_escapist
arkana: heißer schuss,arcane_hot_shot
arkana: universeller fallout,arcane_universal_fallout
riot-848: set,riot_848_set
riot-848: lauf blaupause,riot_848_barrel
riot-848: gehäuse blaupause,riot_848_receiver
riot-848: schaft blaupause,riot_848_stock
purgator 1: set,purgator_1_set
purgator 1: lauf,purgator_1_barrel
purgator 1: gehäuse,purgator_1_receiver
purgator 1: schaft,purgator_1_stock
efv-5 jupiter: set,efv_5_jupiter_set
efv-5 jupiter: lauf,efv_5_jupiter_barrel
efv-5 jupiter: gehäuse,efv_5_jupiter_receiver
efv-5 jupiter: schaft,efv_5_jupiter_stock
efv-8 mars: set,efv_8_mars_set
efv-8 mars: lauf,efv_8_mars_barrel
efv-8 mars: gehäuse,efv_8_mars_receiver
efv-8 mars: schaft,efv_8_mars_stock
dual-viciss: set,dual_viciss_set
dual-viciss: klinge,dual_viciss_blade
dual-viciss: griff,dual_viciss_hilt
primed ruhige hand,primed_steady_hands
primed stabilisator,primed_stabilizer
primed gewichtsausgleich,primed_counterbalance
lith-relikt: a8,lith_a8_relic
lith-relikt: q2,lith_q2_relic
lith-relikt: y1,lith_y1_relic
lith-relikt: z4,lith_z4_relic
meso-relikt: k7,meso_k7_relic
meso-relikt: p16,meso_p16_relic
neo-relikt: a14,neo_a14_relic
neo-relikt: d10,neo_d10_relic
neo-relikt: g9,neo_g9_relic
axi-relikt: n13,axi_n13_relic
axi-relikt: v12,axi_v12_relic
axi-relikt: y1,axi_y1_relic
yareli prime: set,yareli_prime_set
yareli prime blaupause,yareli_prime_blueprint
yareli prime: neuroptik blaupause,yareli_prime_neuroptics_blueprint
yareli prime: chassis blaupause,yareli_prime_chassis_blueprint
yareli prime: systeme blaupause,yareli_prime_systems_blueprint
daikyu prime: set,daikyu_prime_set
daikyu prime blaupause,daikyu_prime_blueprint
daikyu prime: unterteil,daikyu_prime_lower_limb
daikyu prime: oberteil,daikyu_prime_upper_limb
daikyu prime: griff,daikyu_prime_grip
daikyu prime: sehne,daikyu_prime_string
kompressa prime: set,kompressa_prime_set
kompressa prime blaupause,kompressa_prime_blueprint
kompressa prime: lauf,kompressa_prime_barrel
kompressa prime: gehäuse,kompressa_prime_reciever
axi-relikt: c9,axi_c9_relic
photora-szene: eingestürztes untergeschoss vom höllvania-einkaufszentrum,höllvanian_collapsed_underground_scene
photora-szene: lavos spielplatz,lavos_playplace_scene
photora-szene: höllvania u-bahn-knoten,höllvanian_subway_junction_scene
lith-relikt: t13,lith_t13_relic
lith-relikt: a9,lith_a9_relic
meso-relikt: r6,meso_r6_relic
neo-relikt: p8,neo_p8_relic
axi-relikt: b9,axi_b9_relic
meso-relikt: t8,meso_t8_relic
lith-relikt: m10,lith_m10_relic
schmerzpunkte,pain_points
spontane singularität,spontaneous_singularity
volatiler ausgleich,volatile_recompense
prismatischer begleiter,prismatic_companion
klingensalve,razor_mortar
jades urteil,jades_judgment
primed peinigung des raunens,primed_smite_the_murmur
photora-szene: achtfüßler arena,octopede_arena_scene
photora-szene: inselweber wolkeninselchen,isleweaver_cloud_islet_scene
photora-szene: inselweber driftatoll,isleweaver_drift_atoll_scene
photora-szene: gelehrten landung,scholars_landing_scene
photora-szene: duviri-thronsaal,duviri_throne_room_scene
photora-szene: solstice vorplatz-bühne,solstice_square_stage_scene
photora-szene: kullervos festung,kullervos_hold_scene
primed vertreibung des raunens,primed_expel_the_murmur
primed säuberung des raunens,primed_cleanse_the_murmur
caliban prime: set,caliban_prime_set
caliban prime blaupause,caliban_prime_blueprint
caliban prime: neuroptik blaupause,caliban_prime_neuroptics_blueprint
caliban prime: chassis blaupause,caliban_prime_chassis_blueprint
caliban prime: systeme blaupause,caliban_prime_systems_blueprint
vadarya prime: set,vadarya_prime_set
vadarya prime blaupause,vadarya_prime_blueprint
vadarya prime: lauf,vadarya_prime_barrel
vadarya prime: gehäuse,vadarya_prime_receiver
vadarya prime: schaft,vadarya_prime_stock
venato prime: set,venato_prime_set
venato prime blaupause,venato_prime_blueprint
venato prime: klinge,venato_prime_blade
venato prime: griff,venato_prime_handle
axi-relikt: y2,axi_o7_relic
axi-relikt: c10,axi_c10_relic
axi-relikt: v13,axi_v13_relic
axi-relikt: s18,axi_s18_relic
neo-relikt: a15,neo_a15_relic
meso-relikt: g9,meso_g9_relic
meso-relikt: v12,meso_v12_relic
meso-relikt: v11,meso_v11_relic
meso-relikt: l3,meso_l3_relic
lith-relikt: k12,lith_k12_relic
lith-relikt: a10,lith_a10_relic
lith-relikt: e2,lith_e2_relic
lith-relikt: o4,lith_o4_relic
lith-relikt: n17,lith_n17_relic
lith-relikt: c13,lith_c13_relic
helminth stürmer (genetischer abdruck),helminth_charger_imprint
primed verderben des raunens,primed_bane_of_the_murmur
verweilende transmutation,lingering_transmutation
unzeitlicher riss,untime_rift
tharros tödlichkeit,tharros_lethality
konter rotorenquell,reverse_rotorswell
ayatan-skulptur: chattraka,ayatan_chattraka_sculpture
photora-szene: tiefminen vordere basis,deepmines_forward_base_scene
photora-szene: tiefminen,deepmines_scene
photora-szene: tiefminen-höhlen,deepmines_caves_scene
photora-szene: tiefminen-labor,deepmines_lab_scene
photora-szene: tiefminen-nährstoffverarbeitungsanlage,deepmines_nutrient_plant_scene
photora-szene: fünf schicksale,five_fates_scene
photora-szene: der lehrer (dojo),the_teacher_dojo_scene
photora-szene: der lehrer (erde),the_teacher_earth_scene
photora-szene: der lehrer (reaktor),the_teacher_reactor_scene
photora-szene: der lehrer (schiff),the_teacher_ship_scene
seltsames ende,peculiar_end
schrecklicher todesschuss,dreadful_killshot
axi-relikt: s19,axi_s19_relic
axi-relikt: w4,axi_w4_relic
neo-relikt: h4,neo_h4_relic
meso-relikt: g10,meso_g10_relic
lith-relikt: f3,lith_f3_relic
lith-relikt: l6,lith_l6_relic
nekrophagische kraft,necrophagic_vigor
gyre prime: set,gyre_prime_set
gyre prime blaupause,gyre_prime_blueprint
gyre prime: neuroptik blaupause,gyre_prime_neuroptics_blueprint
gyre prime: chassis blaupause,gyre_prime_chassis_blueprint
gyre prime: systeme blaupause,gyre_prime_systems_blueprint
alternox prime: set,alternox_prime_set
alternox prime blaupause,alternox_prime_blueprint
alternox prime: lauf,alternox_prime_barrel
alternox prime: gehäuse,alternox_prime_receiver
alternox prime: schaft,alternox_prime_stock
kestrel prime: set,kestrel_prime_set
kestrel prime blaupause,kestrel_prime_blueprint
kestrel prime: griff,kestrel_prime_grip
kestrel prime: klinge,kestrel_prime_blade
axi-relikt: t13,axi_t13_relic
axi-relikt: a20,axi_a20_relic
neo-relikt: t10,neo_t10_relic
neo-relikt: o3,neo_o3_relic
neo-relikt: c7,neo_c7_relic
neo-relikt: p9,neo_p9_relic
neo-relikt: k9,neo_k9_relic
meso-relikt: x1,meso_x1_relic
meso-relikt: a9,meso_a9_relic
meso-relikt: y1,meso_y1_relic
meso-relikt: v14,meso_v14_relic
meso-relikt: p17,meso_p17_relic
meso-relikt: v13,meso_v13_relic
lith-relikt: g14,lith_g14_relic
lith-relikt: n18,lith_n18_relic
lith-relikt: d7,lith_d7_relic
arkana: beständigkeit,arcane_persistence
arkana: expertise,arcane_expertise
arkana: umgehung,arcane_circumvent
arkana: primäres bollwerk,primary_bulwark
arkana: primäre überladung,primary_overcharge
arkana: sekundäre bestrahlung,secondary_irradiate
arkana: primäre schwächung,primary_debilitate
