pt,slug
relíquia lith g7,lith_g7_relic
relíquia meso n15,meso_n15_relic
relíquia meso z5,meso_z5_relic
relíquia axi p5,axi_p5_relic
relíquia axi a17,axi_a17_relic
relíquia axi l6,axi_l6_relic
relíquia axi g12,axi_g12_relic
relíquia axi g11,axi_g11_relic
relíquia neo d8,neo_d8_relic
relíquia neo k7,neo_k7_relic
relíquia neo k6,neo_k6_relic
relíquia neo s18,neo_s18_relic
relíquia neo z10,neo_z10_relic
relíquia meso w3,meso_w3_relic
relíquia meso c9,meso_c9_relic
relíquia meso p14,meso_p14_relic
relíquia meso b8,meso_b8_relic
relíquia meso m4,meso_m4_relic
relíquia lith n14,lith_n14_relic
relíquia lith t10,lith_t10_relic
relíquia lith c10,lith_c10_relic
relíquia lith r4,lith_r4_relic
relíquia lith g8,lith_g8_relic
grendel prime: conjunto,grendel_prime_set
grendel prime (diagrama),grendel_prime_blueprint
grendel prime: neurovisor (diagrama),grendel_prime_neuroptics_blueprint
grendel prime: chassi (diagrama),grendel_prime_chassis_blueprint
grendel prime: sistemas (diagrama),grendel_prime_systems_blueprint
masseter prime: conjunto,masseter_prime_set
masseter prime (diagrama),masseter_prime_blueprint
masseter prime: lâmina,masseter_prime_blade
masseter prime: cabo,masseter_prime_handle
zylok prime: conjunto,zylok_prime_set
zylok prime (diagrama),zylok_prime_blueprint
zylok prime: cano,zylok_prime_barrel
zylok prime: receptor,zylok_prime_receiver
catalyzing shields,catalyzing_shields
astral bond,astral_bond
duplex bond,duplex_bond
tenacious bond,tenacious_bond
tandem bond,tandem_bond
contagious bond,contagious_bond
mystic bond,mystic_bond
covert bond,covert_bond
restorative bond,restorative_bond
momentous bond,momentous_bond
aerial bond,aerial_bond
manifold bond,manifold_bond
vicious bond,vicious_bond
seismic bond,seismic_bond
reinforced bond,reinforced_bond
abyssal beacon,abyssal_beacon
gotva prime,gotva_prime
relíquia neo t8,neo_t8_relic
cena: arquivo do albrecht,albrecht’s_archive_scene
cena: escritório do albrecht,albrecht’s_bureau_scene
cena: sanctum anatômica,sanctum_anatomica_scene
cena: ravina fragmentada,fragmented_gorge_scene
cena: fabrica anatômica,fabrica_anatomica_scene
energy nexus,energy_nexus
precision intensify,precision_intensify
cleanse the murmur,cleanse_the_murmur
atomic fallout,atomic_fallout
shivering contagion,shivering_contagion
bane of the murmur,bane_of_the_murmur
volatile variant,volatile_variant
radiated reload,radiated_reload
expel the murmur,expel_the_murmur
critical mutation,critical_mutation
accelerated isotope,accelerated_isotope
focus radon,focus_radon
ready steel,ready_steel
xata invocation,xata_invocation
vome invocation,vome_invocation
ris invocation,ris_invocation
netra invocation,netra_invocation
lohk canticle,lohk_canticle
khra canticle,khra_canticle
jahu canticle,jahu_canticle
fass canticle,fass_canticle
opportunity's reach,opportunitys_reach
condition's perfection,conditions_perfection
master's edge,masters_edge
dreamer's wrath,dreamers_wrath
discipline's merit,disciplines_merit
containment breach,containment_breach
smite the murmur,smite_the_murmur
primed redirection,primed_redirection
mandonel: conjunto,mandonel_set
mandonel (diagrama),mandonel_blueprint
mandonel: cano,mandonel_barrel
mandonel: receptor,mandonel_receiver
mandonel: coronha,mandonel_stock
melee influence,melee_influence
melee retaliation,melee_retaliation
melee crescendo,melee_crescendo
vórtice (armas brancas),melee_vortex
animosidade (armas brancas),melee_animosity
melee exposure,melee_exposure
melee duplicate,melee_duplicate
melee fortification,melee_fortification
primed convulsion,primed_convulsion
gauss prime: conjunto,gauss_prime_set
gauss prime (diagrama),gauss_prime_blueprint
gauss prime: neurovisor (diagrama),gauss_prime_neuroptics_blueprint
gauss prime: chassi (diagrama),gauss_prime_chassis_blueprint
gauss prime: sistemas (diagrama),gauss_prime_systems_blueprint
relíquia axi a18,axi_a18_relic
relíquia axi p6,axi_p6_relic
relíquia axi d5,axi_d5_relic
relíquia axi b7,axi_b7_relic
relíquia neo a11,neo_a11_relic
relíquia neo w1,neo_w1_relic
relíquia neo f3,neo_f3_relic
relíquia meso b9,meso_b9_relic
relíquia meso g6,meso_g6_relic
relíquia meso a5,meso_a5_relic
relíquia meso h6,meso_h6_relic
relíquia meso h5,meso_h5_relic
relíquia lith g10,lith_g10_relic
relíquia lith p8,lith_p8_relic
relíquia lith g9,lith_g9_relic
relíquia lith r5,lith_r5_relic
relíquia lith a6,lith_a6_relic
relíquia lith c11,lith_c11_relic
akarius prime: conjunto,akarius_prime_set
akarius prime (diagrama),akarius_prime_blueprint
akarius prime: cano,akarius_prime_barrel
akarius prime: receptor,akarius_prime_receiver
akarius prime: conexão,akarius_prime_link
acceltra prime: conjunto,acceltra_prime_set
acceltra prime (diagrama),acceltra_prime_blueprint
acceltra prime: cano,acceltra_prime_barrel
acceltra prime: receptor,acceltra_prime_receiver
acceltra prime: coronha,acceltra_prime_stock
dreamer's bond,dreamers_bond
critical meltdown,critical_meltdown
relíquia axi v11,axi_v11_relic
relíquia axi c8,axi_c8_relic
relíquia neo p5,neo_p5_relic
relíquia meso c10,meso_c10_relic
relíquia meso a6,meso_a6_relic
relíquia lith g11,lith_g11_relic
relíquia lith t11,lith_t11_relic
cena: refúgio do dante,dantes_retreat_scene
cena: receptáculo abandonado,the_abandoned_vessel_scene
merulina leal,loyal_merulina
cólera de ukko,wrath_of_ukko
retribuição elusiva,elusive_retribution
retribuição divina,divine_retribution
chamariz nocivo,damage_decoy
vitalidade parasitária,parasitic_vitality
lanceiros de axios,axios_javelineers
recristalização,recrystalize
descanso do guerreiro,warriors_rest
armadura guardiã,guardian_armor
formação de valência,valence_formation
protea prime: conjunto,protea_prime_set
protea prime (diagrama),protea_prime_blueprint
protea prime: neurovisor (diagrama),protea_prime_neuroptics_blueprint
protea prime: chassi (diagrama),protea_prime_chassis_blueprint
protea prime: sistemas (diagrama),protea_prime_systems_blueprint
relíquia axi b8,axi_b8_relic
relíquia axi f2,axi_f2_relic
relíquia axi p7,axi_p7_relic
relíquia neo m5,neo_m5_relic
relíquia neo a12,neo_a12_relic
relíquia neo p6,neo_p6_relic
relíquia neo o2,neo_o2_relic
relíquia meso w5,meso_w5_relic
relíquia meso w4,meso_w4_relic
relíquia meso g7,meso_g7_relic
relíquia meso v9,meso_v9_relic
relíquia lith t12,lith_t12_relic
relíquia lith p9,lith_p9_relic
velox prime: conjunto,velox_prime_set
velox prime (diagrama),velox_prime_blueprint
velox prime: cano,velox_prime_barrel
velox prime: receptor,velox_prime_receiver
okina prime: conjunto,okina_prime_set
okina prime (diagrama),okina_prime_blueprint
okina prime: cabo,okina_prime_handle
okina prime: lâmina,okina_prime_blade
clip delegation,clip_delegation
photon overcharge,photon_overcharge
cinta (diagrama),cinta_blueprint
nevasca arcana,arcane_ice_storm
sobretensão (armas secundárias),secondary_surge
bateria arcana,arcane_battery
fortificação (armas secundárias),secondary_fortifier
simulacro de combate,the_ballroom_simulacrum
simulacro na cidadela,the_citadel_simulacrum
simulacro da arena do orowyrm,orowyrm_arena_simulacrum
simulacro do sanctum,sanctum_simulacrum
simulacro da arena do zanuka,zanuka_arena_simulacrum
simulacro do asteroide grineer,grineer_asteroid_simulacrum
simulacro da nave abandonada orokin,orokin_derelict_simulacrum
simulacro da arena das âmbulas,ambulas_arena_simulacrum
simulacro do templo do véu rubro,red_veil_temple_simulacrum
simulacro do pátio enluarado,moonlit_courtyard_simulacrum
shotgun elementalist,shotgun_elementalist
semi-shotgun cannonade,shotgun_cannonade
rifle elementalist,rifle_elementalist
semi-rifle cannonade,semi_rifle_cannonade
pistol elementalist,pistol_elementalist
semi-pistol cannonade,semi_pistol_cannonade
melee elementalist,melee_elementalist
propagação obscura,dark_propagation
artilharia temporal,temporal_artillery
espírito espectral,spectral_spirit
muro de demolição,wrecking_wall
martírio (armas brancas),melee_afflictions
primed dual rounds,primed_dual_rounds
relíquia lith e1,lith_e1_relic
relíquia lith k11,lith_k11_relic
relíquia lith h10,lith_h10_relic
relíquia meso s14,meso_s14_relic
relíquia meso b10,meso_b10_relic
relíquia meso n16,meso_n16_relic
relíquia meso s13,meso_s13_relic
relíquia neo g5,neo_g5_relic
relíquia axi r4,axi_r4_relic
relíquia axi t11,axi_t11_relic
relíquia axi s15,axi_s15_relic
primed deadly efficiency,primed_deadly_efficiency
relíquia neo g6,neo_g6_relic
relíquia axi m5,axi_m5_relic
akmagnus prime: conjunto,akmagnus_prime_set
akmagnus prime (diagrama),akmagnus_prime_blueprint
akmagnus prime: conexão,akmagnus_prime_link
sevagoth prime: conjunto,sevagoth_prime_set
sevagoth prime (diagrama),sevagoth_prime_blueprint
sevagoth prime: neurovisor (diagrama),sevagoth_prime_neuroptics_blueprint
sevagoth prime: chassi (diagrama),sevagoth_prime_chassis_blueprint
sevagoth prime: sistemas (diagrama),sevagoth_prime_systems_blueprint
relíquia axi s17,axi_s17_relic
relíquia axi s16,axi_s16_relic
relíquia axi o6,axi_o6_relic
relíquia neo p7,neo_p7_relic
relíquia neo b9,neo_b9_relic
relíquia neo z11,neo_z11_relic
relíquia neo g7,neo_g7_relic
relíquia neo a13,neo_a13_relic
relíquia neo e4,neo_e4_relic
relíquia meso f5,meso_f5_relic
relíquia meso a7,meso_a7_relic
relíquia meso h7,meso_h7_relic
relíquia meso n17,meso_n17_relic
relíquia lith g12,lith_g12_relic
relíquia lith n15,lith_n15_relic
relíquia lith w4,lith_w4_relic
relíquia lith c12,lith_c12_relic
epitaph prime: conjunto,epitaph_prime_set
epitaph prime (diagrama),epitaph_prime_blueprint
epitaph prime: cano,epitaph_prime_barrel
epitaph prime: receptor,epitaph_prime_receiver
nautilus prime: conjunto,nautilus_prime_set
nautilus prime (diagrama),nautilus_prime_blueprint
nautilus prime: cérebro,nautilus_prime_cerebrum
nautilus prime: carapaça,nautilus_prime_carapace
nautilus prime: sistemas,nautilus_prime_systems
ódio ardente,burning_hate
pavor imperceptível,unseen_dread
presa de dynar,prey_of_dynar
égide célere,aegis_gale
bobina de recarga,coil_recharge
gastro,gastro
higasa serration,higasa_serration
amanata pressure,amanata_pressure
sepsis claws,sepsis_claws
burning claws,burning_claws
shocking claws,shocking_claws
chilling claws,chilling_claws
assassin posture,assassin_posture
frenzied posture,frenzied_posture
protector posture,protector_posture
persistent posture,persistent_posture
elusive posture,elusive_posture
balanced posture,balanced_posture
resourceful retriever,resourceful_retriever
loyal retriever,loyal_retriever
prosperous retriever,prosperous_retriever
precision conditioning,precision_conditioning
immunity resistance,immunity_resistance
magnetic strike,magnetic_strike
bell ringer,bell_ringer
bloodthirst,bloodthirst
disabling conditioning,disabling_conditioning
cull the weak,cull_the_weak
brute conditioning,brute_conditioning
galvanized steel,galvanized_steel
galvanized reflex,galvanized_reflex
galvanized elementalist,galvanized_elementalist
relíquia lith d6,lith_d6_relic
relíquia meso h8,meso_h8_relic
relíquia neo c5,neo_c5_relic
relíquia neo k8,neo_k8_relic
relíquia axi g13,axi_g13_relic
relíquia axi n11,axi_n11_relic
xaku prime: conjunto,xaku_prime_set
xaku prime (diagrama),xaku_prime_blueprint
xaku prime: neurovisor (diagrama),xaku_prime_neuroptics_blueprint
xaku prime: chassi (diagrama),xaku_prime_chassis_blueprint
xaku prime: sistemas (diagrama),xaku_prime_systems_blueprint
trumna prime: conjunto,trumna_prime_set
trumna prime (diagrama),trumna_prime_blueprint
trumna prime: cano,trumna_prime_barrel
trumna prime: receptor,trumna_prime_receiver
trumna prime: coronha,trumna_prime_stock
quassus prime: conjunto,quassus_prime_set
quassus prime (diagrama),quassus_prime_blueprint
quassus prime: cabo,quassus_prime_handle
quassus prime: lâmina,quassus_prime_blade
relíquia axi a19,axi_a19_relic
relíquia axi g14,axi_g14_relic
relíquia axi h8,axi_h8_relic
relíquia axi t12,axi_t12_relic
relíquia neo w2,neo_w2_relic
relíquia neo g8,neo_g8_relic
relíquia neo q1,neo_q1_relic
relíquia neo l4,neo_l4_relic
relíquia meso v10,meso_v10_relic
relíquia meso t7,meso_t7_relic
relíquia meso e6,meso_e6_relic
relíquia meso g8,meso_g8_relic
relíquia lith m9,lith_m9_relic
relíquia lith g13,lith_g13_relic
relíquia lith n16,lith_n16_relic
relíquia lith x1,lith_x1_relic
crepúsculo arcano,arcane_crepuscular
ímpeto arcano,arcane_impetus
ponto crucial (armas primárias),primary_crux
enervação (armas secundárias),secondary_enervate
persistência (armas brancas),melee_doughty
regência arcana,arcane_camisado
belicosidade arcana,arcane_bellicose
truculência arcana,arcane_truculence
simulacro do shopping,mall_rotunda_simulacrum
simulacro do pátio de holvânia,höllvanian_courtyard_simulacrum
cena: terraço de holvânia no verão,höllvanian_terrace_in_summer
cena: loja de eletrônicos tech titan,tech_titan_electronics_store
cena: intersecção de holvânia no inverno,höllvanian_intersection_in_winter
metrô do shopping holvânia,höllvania_central_mall_subway
cena: cortiços de holvânia no verão,höllvanian_tenements_in_summer
cena: bairro histórico de holvânia na primavera,höllvanian_historic_quarter_in_spring
cena: cidade ancestral de holvânia no outono,höllvanian_old_town_in_fall
cena: fliperama orbit,orbit_arcade
cena: bastidores do shopping,central_mall_backroom
magnetic welt,magnetic_welt
magnetic strafe,magnetic_strafe
radon claws,radon_claws
magnetic claws,magnetic_claws
primary acuity,primary_acuity
spectral serration,spectral_serration
magnetic capacity,magnetic_capacity
pistol acuity,pistol_acuity
merciless gunfight,merciless_gunfight
magnetic rush,magnetic_rush
worthy comradery,worthy_comradery
summoner’s wrath,summoner’s_wrath
magnetized cycle,magnetized_cycle
magnetized core,magnetized_core
reconifex: conjunto,reconifex_set
reconifex: cano,reconifex_barrel
reconifex: receptor,reconifex_receiver
reconifex: coronha,reconifex_stock
vesper 77: conjunto,vesper_77_set
vesper 77: cano,vesper_77_barrel
vesper 77: receptor,vesper_77_receiver
vesper 77: cabo,vesper_77_handle
cedo prime: conjunto,cedo_prime_set
cedo prime (diagrama),cedo_prime_blueprint
cedo prime: receptor,cedo_prime_receiver
cedo prime: cano,cedo_prime_barrel
cedo prime: coronha,cedo_prime_stock
zorens duplas prime: conjunto,dual_zoren_prime_set
zorens duplas prime (diagrama),dual_zoren_prime_blueprint
zorens duplas prime: cabo,dual_zoren_prime_handle
zorens duplas prime: lâmina,dual_zoren_prime_blade
lavos prime: conjunto,lavos_prime_set
lavos prime (diagrama),lavos_prime_blueprint
lavos prime: neurovisor (diagrama),lavos_prime_neuroptics_blueprint
lavos prime: chassi (diagrama),lavos_prime_chassis_blueprint
lavos prime: sistemas (diagrama),lavos_prime_systems_blueprint
relíquia axi p9,axi_p9_relic
relíquia axi m6,axi_m6_relic
relíquia axi z2,axi_z2_relic
relíquia axi f3,axi_f3_relic
relíquia axi p8,axi_p8_relic
relíquia neo d9,neo_d9_relic
relíquia neo t9,neo_t9_relic
relíquia neo x1,neo_x1_relic
relíquia neo c6,neo_c6_relic
relíquia meso a8,meso_a8_relic
relíquia lith s16,lith_s16_relic
relíquia lith a7,lith_a7_relic
relíquia lith q1,lith_q1_relic
relíquia lith l5,lith_l5_relic
relíquia meso p15,meso_p15_relic
biotic rounds,biotic_rounds
leaded gas,leaded_gas
relíquia lith s17,lith_s17_relic
relíquia meso s15,meso_s15_relic
relíquia meso m5,meso_m5_relic
relíquia neo n19,neo_n19_relic
relíquia neo s19,neo_s19_relic
relíquia axi n12,axi_n12_relic
worm away,worm_away
trojan tracker,trojan_tracker
soft safe,soft_safe
anti-v,anti_v
byteryte,byteryte
keep-clean,keep_clean
drive-duster,drive_duster
computer cop,computer_cop
quick correct,quick_correct
immuno shield,immuno_shield
instant secure,instant_secure
threat blocker,threat_blocker
turbo protect,turbo_protect
cena: estádio do tecnócito coda,technocyte_coda_stadium_scene
portal cataclísmico,cataclysmic_gate
fortuna de omikuji,omikujis_fortune
esfera condutora,conductive_sphere
crisol fundido,fused_crucible
escapista arcano,arcane_escapist
ignição arcana,arcane_hot_shot
radioatividade arcana,arcane_universal_fallout
riot-848: conjunto,riot_848_set
riot-848: cano (diagrama),riot_848_barrel
riot-848: receptor (diagrama),riot_848_receiver
riot-848: coronha (diagrama),riot_848_stock
purgator 1: conjunto,purgator_1_set
purgator 1: cano,purgator_1_barrel
purgator 1: receptor,purgator_1_receiver
purgator 1: coronha,purgator_1_stock
efv-5 júpiter: conjunto,efv_5_jupiter_set
efv-5 júpiter: cano,efv_5_jupiter_barrel
efv-5 júpiter: receptor,efv_5_jupiter_receiver
efv-5 júpiter: coronha,efv_5_jupiter_stock
efv-8 marte: conjunto,efv_8_mars_set
efv-8 marte: cano,efv_8_mars_barrel
efv-8 marte: receptor,efv_8_mars_receiver
efv-8 marte: coronha,efv_8_mars_stock
viciss duplas: conjunto,dual_viciss_set
viciss duplas: lâmina,dual_viciss_blade
viciss duplas: punho,dual_viciss_hilt
primed steady hands,primed_steady_hands
primed stabilizer,primed_stabilizer
primed counterbalance,primed_counterbalance
relíquia lith a8,lith_a8_relic
relíquia lith q2,lith_q2_relic
relíquia lith y1,lith_y1_relic
relíquia lith z4,lith_z4_relic
relíquia meso k7,meso_k7_relic
relíquia meso p16,meso_p16_relic
relíquia neo a14,neo_a14_relic
relíquia neo d10,neo_d10_relic
relíquia neo g9,neo_g9_relic
relíquia axi n13,axi_n13_relic
relíquia axi v12,axi_v12_relic
relíquia axi y1,axi_y1_relic
yareli prime: conjunto,yareli_prime_set
yareli prime (diagrama),yareli_prime_blueprint
yareli prime: neurovisor (diagrama),yareli_prime_neuroptics_blueprint
yareli prime: chassi (diagrama),yareli_prime_chassis_blueprint
yareli prime: sistemas (diagrama),yareli_prime_systems_blueprint
daikyu prime: conjunto,daikyu_prime_set
daikyu prime (diagrama),daikyu_prime_blueprint
daikyu prime: membro inferior,daikyu_prime_lower_limb
daikyu prime: membro superior,daikyu_prime_upper_limb
daikyu prime: empunhadura,daikyu_prime_grip
daikyu prime: cordão,daikyu_prime_string
kompressa prime: conjunto,kompressa_prime_set
kompressa prime (diagrama),kompressa_prime_blueprint
kompressa prime: cano,kompressa_prime_barrel
kompressa prime: receptor,kompressa_prime_reciever
relíquia axi c9,axi_c9_relic
cena: subterrâneo colapsado de holvânia,höllvanian_collapsed_underground_scene
cena: parque do lavo,lavos_playplace_scene
cena: cruzamento do metrô de holvânia,höllvanian_subway_junction_scene
relíquia lith t13,lith_t13_relic
relíquia lith a9,lith_a9_relic
relíquia meso r6,meso_r6_relic
relíquia neo p8,neo_p8_relic
relíquia axi b9,axi_b9_relic
relíquia meso t8,meso_t8_relic
relíquia lith m10,lith_m10_relic
pain points,pain_points
spontaneous singularity,spontaneous_singularity
recompensação volátil,volatile_recompense
companheiro prismático,prismatic_companion
morteiro afiado,razor_mortar
julgamento da jade,jades_judgment
primed smite the murmur,primed_smite_the_murmur
cena: arena araneídea,octopede_arena_scene
cena: tecelã insular nebulosa,isleweaver_cloud_islet_scene
cena: tecelã insular flutuante,isleweaver_drift_atoll_scene
cena: pouso do erudito,scholars_landing_scene
cena: sala do trono de duviri,duviri_throne_room_scene
cena: palco da praça do solstício,solstice_square_stage_scene
cena: prisão do kullervo,kullervos_hold_scene
primed expel the murmur,primed_expel_the_murmur
primed cleanse the murmur,primed_cleanse_the_murmur
caliban prime: conjunto,caliban_prime_set
caliban prime (diagrama),caliban_prime_blueprint
caliban prime: neurovisor (diagrama),caliban_prime_neuroptics_blueprint
caliban prime: chassi (diagrama),caliban_prime_chassis_blueprint
caliban prime: sistemas (diagrama),caliban_prime_systems_blueprint
vadarya prime: conjunto,vadarya_prime_set
vadarya prime (diagrama),vadarya_prime_blueprint
vadarya prime: cano,vadarya_prime_barrel
vadarya prime: receptor,vadarya_prime_receiver
vadarya prime: coronha,vadarya_prime_stock
venato prime: conjunto,venato_prime_set
venato prime (diagrama),venato_prime_blueprint
venato prime: lâmina,venato_prime_blade
venato prime: cabo,venato_prime_handle
relíquia axi y2,axi_o7_relic
relíquia axi c10,axi_c10_relic
relíquia axi v13,axi_v13_relic
relíquia axi s18,axi_s18_relic
relíquia neo a15,neo_a15_relic
relíquia meso g9,meso_g9_relic
relíquia meso v12,meso_v12_relic
relíquia meso v11,meso_v11_relic
relíquia meso l3,meso_l3_relic
relíquia lith k12,lith_k12_relic
relíquia lith a10,lith_a10_relic
relíquia lith e2,lith_e2_relic
relíquia lith o4,lith_o4_relic
relíquia lith n17,lith_n17_relic
relíquia lith c13,lith_c13_relic
bandoleiro do helminte (código genético),helminth_charger_imprint
primed bane of the murmur,primed_bane_of_the_murmur
transmutação permanente,lingering_transmutation
fenda atemporal,untime_rift
letalidade de tharros,tharros_lethality
revolução reversa,reverse_rotorswell
escultura ayatan chattraka,ayatan_chattraka_sculpture
cena: base avançada das minas profundas,deepmines_forward_base_scene
cena: minas profundas,deepmines_scene
cena: cavernas das minas profundas,deepmines_caves_scene
cena: laboratório das minas profundas,deepmines_lab_scene
cena: planta de nutrientes das minas profundas,deepmines_nutrient_plant_scene
cena: cinco destinos,five_fates_scene
cena: o mentor (dojo),the_teacher_dojo_scene
cena: o mentor na terra,the_teacher_earth_scene
cena: o mentor (reator),the_teacher_reactor_scene
cena: o mentor (nave),the_teacher_ship_scene
peculiar end,peculiar_end
dreadful killshot,dreadful_killshot
relíquia axi s19,axi_s19_relic
relíquia axi w4,axi_w4_relic
relíquia neo h4,neo_h4_relic
relíquia meso g10,meso_g10_relic
relíquia lith f3,lith_f3_relic
relíquia lith l6,lith_l6_relic
necrophagic vigor,necrophagic_vigor
gyre prime: conjunto,gyre_prime_set
gyre prime (diagrama),gyre_prime_blueprint
gyre prime: neurovisor (diagrama),gyre_prime_neuroptics_blueprint
gyre prime: chassi (diagrama),gyre_prime_chassis_blueprint
gyre prime: sistemas (diagrama),gyre_prime_systems_blueprint
alternox prime: conjunto,alternox_prime_set
alternox prime (diagrama),alternox_prime_blueprint
alternox prime: cano,alternox_prime_barrel
alternox prime: receptor,alternox_prime_receiver
alternox prime: coronha,alternox_prime_stock
kestrel prime: conjunto,kestrel_prime_set
kestrel prime (diagrama),kestrel_prime_blueprint
kestrel prime: empunhadura,kestrel_prime_grip
kestrel prime: lâmina,kestrel_prime_blade
relíquia axi t13,axi_t13_relic
relíquia axi a20,axi_a20_relic
relíquia neo t10,neo_t10_relic
relíquia neo o3,neo_o3_relic
relíquia neo c7,neo_c7_relic
relíquia neo p9,neo_p9_relic
relíquia neo k9,neo_k9_relic
relíquia meso x1,meso_x1_relic
relíquia meso a9,meso_a9_relic
relíquia meso y1,meso_y1_relic
relíquia meso v14,meso_v14_relic
relíquia meso p17,meso_p17_relic
relíquia meso v13,meso_v13_relic
relíquia lith g14,lith_g14_relic
relíquia lith n18,lith_n18_relic
relíquia lith d7,lith_d7_relic
persistência arcana,arcane_persistence
perícia arcana,arcane_expertise
transposição arcana,arcane_circumvent
baluarte (armas primárias),primary_bulwark
saturação (armas primárias),primary_overcharge
irradiação (armas secundárias),secondary_irradiate
debilitação (armas primárias),primary_debilitate
concentração arcana,arcane_concentration
arrastão (armas brancas),melee_careen
harrowing spire,harrowing_spire
relíquia lith l7,lith_l7_relic
arena do esquecimento do roathe,roathes_oblivion_arena
cena: sala do lyon,lyons_room_scene
cena: sala da marie,maries_room_scene
cena: la cathédrale,la_cathédrale_scene
cena: mirante boro,boro_overlook_scene
cena: canhão makvoss,makvos_cannon_scene
cena: sementeiro global,world_seeder_scene
cena: manifestação de perita,trauma_manifestation_arena
cena: forte tennadis,fort_tennadis_scene
ubri-kaneph,ubri_kaneph
sey-taph,sey_taph
lashta-vak,lashta_vak
empazu-shol,empazu_shol
metem-erun,metem_erun
da-ren,da_ren
ulashta-shol,ulashta_shol
sil-tabol,sil_tabol
evir-ti,evir_ti
yar dal,yar_dal
metem-hakh,metem_hakh
kaal-zidi,kaal_zidi
vikla-safor,vikla_safor
talsek-an,talsek_an
esti vel-ikha,esti_vel_ikha
hok-kaal,hok_kaal
omn-evi,omn_evi
lorun-tash,lorun_tash
vik-anam,vik_anam
hayan-dabor,hayan_dabor
relíquia vanguarda c1,vanguard_c1_relic
relíquia vanguarda p1,vanguard_p1_relic
relíquia vanguarda m1,vanguard_m1_relic
relíquia vanguarda e1,vanguard_e1_relic
primed venomous clip,primed_venomous_clip
zid-an sek-eel,zid-an-sek-eel
zid-an asheir,zid-an-asheir
zid-an uskos,zid-an-uskos
zid-an haras,zid-an-haras
zid-an osbok,zid-an-osbok
primed ammo chain,primed_ammo_chain
