fr,slug
invocation de xata,xata_invocation
invocation de vome,vome_invocation
invocation de ris,ris_invocation
invocation de netra,netra_invocation
cantique de lohk,lohk_canticle
cantique de khra,khra_canticle
cantique de jahu,jahu_canticle
cantique de fass,fass_canticle
portée d'opportunité,opportunitys_reach
condition parfaite,conditions_perfection
lame de maître,masters_edge
colère du rêveur,dreamers_wrath
mérite de la discipline,disciplines_merit
brèche de confinement,containment_breach
châtie-murmure,smite_the_murmur
redirection accrue,primed_redirection
mandonel - set,mandonel_set
mandonel (schéma),mandonel_blueprint
mandonel - canon,mandonel_barrel
mandonel - culasse,mandonel_receiver
mandonel - crosse,mandonel_stock
melee influence,melee_influence
melee retaliation,melee_retaliation
melee crescendo,melee_crescendo
vortex de mêlée,melee_vortex
animosité en mêlée,melee_animosity
melee exposure,melee_exposure
melee duplicate,melee_duplicate
melee fortification,melee_fortification
convulsion accrue,primed_convulsion
gauss prime - set,gauss_prime_set
gauss prime (schéma),gauss_prime_blueprint
gauss prime - neuroptiques (schéma),gauss_prime_neuroptics_blueprint
gauss prime - châssis (schéma),gauss_prime_chassis_blueprint
gauss prime - systèmes (schéma),gauss_prime_systems_blueprint
relique axi a18,axi_a18_relic
relique axi p6,axi_p6_relic
relique axi d5,axi_d5_relic
relique axi b7,axi_b7_relic
relique neo a11,neo_a11_relic
relique neo w1,neo_w1_relic
relique neo f3,neo_f3_relic
relique meso b9,meso_b9_relic
relique meso g6,meso_g6_relic
relique meso a5,meso_a5_relic
relique meso h6,meso_h6_relic
relique meso h5,meso_h5_relic
relique lith g10,lith_g10_relic
relique lith p8,lith_p8_relic
relique lith g9,lith_g9_relic
relique lith r5,lith_r5_relic
relique lith a6,lith_a6_relic
relique lith c11,lith_c11_relic
akarius prime - set,akarius_prime_set
akarius prime (schéma),akarius_prime_blueprint
akarius prime - canon,akarius_prime_barrel
akarius prime - culasse,akarius_prime_receiver
akarius prime - lien,akarius_prime_link
acceltra prime - set,acceltra_prime_set
acceltra prime (schéma),acceltra_prime_blueprint
acceltra prime - canon,acceltra_prime_barrel
acceltra prime - culasse,acceltra_prime_receiver
acceltra prime - crosse,acceltra_prime_stock
lien du rêveur,dreamers_bond
fusion critique,critical_meltdown
relique axi v11,axi_v11_relic
relique axi c8,axi_c8_relic
relique neo p5,neo_p5_relic
relique meso c10,meso_c10_relic
relique meso a6,meso_a6_relic
relique lith g11,lith_g11_relic
relique lith t11,lith_t11_relic
scène de la retraite de dante,dantes_retreat_scene
scène de l'avatar abandonné,the_abandoned_vessel_scene
méruline fidèle,loyal_merulina
colère d'ukko,wrath_of_ukko
rétribution insaisissable,elusive_retribution
rétribution divine,divine_retribution
leurre de dégâts,damage_decoy
vitalité parasitaire,parasitic_vitality
javeliniers d'axios,axios_javelineers
recristallisation,recrystalize
repos du guerrier,warriors_rest
armure gardienne,guardian_armor
formation de valence,valence_formation
protea prime - set,protea_prime_set
protea prime (schéma),protea_prime_blueprint
protea prime - neuroptiques (schéma),protea_prime_neuroptics_blueprint
protea prime - châssis (schéma),protea_prime_chassis_blueprint
protea prime - systèmes (schéma),protea_prime_systems_blueprint
relique axi b8,axi_b8_relic
relique axi f2,axi_f2_relic
relique axi p7,axi_p7_relic
relique neo m5,neo_m5_relic
relique neo a12,neo_a12_relic
relique neo p6,neo_p6_relic
relique neo o2,neo_o2_relic
relique meso w5,meso_w5_relic
relique meso w4,meso_w4_relic
relique meso g7,meso_g7_relic
relique meso v9,meso_v9_relic
relique lith t12,lith_t12_relic
relique lith p9,lith_p9_relic
velox prime - set,velox_prime_set
velox prime (schéma),velox_prime_blueprint
velox prime - canon,velox_prime_barrel
velox prime - culasse,velox_prime_receiver
okina prime - set,okina_prime_set
okina prime (schéma),okina_prime_blueprint
okina prime - manche,okina_prime_handle
okina prime - lame,okina_prime_blade
chargeur surchargé,clip_delegation
surcharge de photons,photon_overcharge
cinta (schéma),cinta_blueprint
arcane tempête de glace,arcane_ice_storm
surtension secondaire,secondary_surge
arcane batterie,arcane_battery
fortifiant secondaire,secondary_fortifier
la salle de bal du simulacre,the_ballroom_simulacrum
la citadelle du simulacre,the_citadel_simulacrum
l'arène de l'orowyrm du simulacre,orowyrm_arena_simulacrum
simulacre sanctum,sanctum_simulacrum
l'arène zanuka du simulacre,zanuka_arena_simulacrum
l'astéroïde grineer du simulacre,grineer_asteroid_simulacrum
l'épave orokin du simulacre,orokin_derelict_simulacrum
l'arène ambulas du simulacre,ambulas_arena_simulacrum
le temple du voile rouge du simulacre,red_veil_temple_simulacrum
la cour au clair de lune du simulacre,moonlit_courtyard_simulacrum
élémentaliste fusil à pompe,shotgun_elementalist
canonnade fusil à pompe semi-auto,shotgun_cannonade
élémentaliste fusil,rifle_elementalist
canonnade fusil semi-auto,semi_rifle_cannonade
élémentaliste pistolet,pistol_elementalist
canonnade pistolet semi-auto,semi_pistol_cannonade
élémentaliste mêlée,melee_elementalist
propagation sombre,dark_propagation
artillerie temporelle,temporal_artillery
esprit spectral,spectral_spirit
mur démolisseur,wrecking_wall
afflictions de mêlée,melee_afflictions
coups doubles accrus,primed_dual_rounds
relique lith e1,lith_e1_relic
relique lith k11,lith_k11_relic
relique lith h10,lith_h10_relic
relique meso s14,meso_s14_relic
relique meso b10,meso_b10_relic
relique meso n16,meso_n16_relic
relique meso s13,meso_s13_relic
relique neo g5,neo_g5_relic
relique axi r4,axi_r4_relic
relique axi t11,axi_t11_relic
relique axi s15,axi_s15_relic
efficacité mortelle accrue,primed_deadly_efficiency
relique neo g6,neo_g6_relic
relique axi m5,axi_m5_relic
akmagnus prime - set,akmagnus_prime_set
akmagnus prime (schéma),akmagnus_prime_blueprint
akmagnus prime - lien,akmagnus_prime_link
sevagoth prime - set,sevagoth_prime_set
sevagoth prime (schéma),sevagoth_prime_blueprint
sevagoth prime - neuroptiques (schéma),sevagoth_prime_neuroptics_blueprint
sevagoth prime - châssis (schéma),sevagoth_prime_chassis_blueprint
sevagoth prime - systèmes (schéma),sevagoth_prime_systems_blueprint
relique axi s17,axi_s17_relic
relique axi s16,axi_s16_relic
relique axi o6,axi_o6_relic
relique neo p7,neo_p7_relic
relique neo b9,neo_b9_relic
relique neo z11,neo_z11_relic
relique neo g7,neo_g7_relic
relique neo a13,neo_a13_relic
relique neo e4,neo_e4_relic
relique meso f5,meso_f5_relic
relique meso a7,meso_a7_relic
relique meso h7,meso_h7_relic
relique meso n17,meso_n17_relic
relique lith g12,lith_g12_relic
relique lith n15,lith_n15_relic
relique lith w4,lith_w4_relic
relique lith c12,lith_c12_relic
épitaphe prime - set,epitaph_prime_set
épitaphe prime (schéma),epitaph_prime_blueprint
épitaphe prime - canon,epitaph_prime_barrel
épitaphe prime - culasse,epitaph_prime_receiver
nautilus prime - set,nautilus_prime_set
nautilus prime (schéma),nautilus_prime_blueprint
nautilus prime - cerveau,nautilus_prime_cerebrum
nautilus prime - carapace,nautilus_prime_carapace
nautilus prime - systèmes,nautilus_prime_systems
haine brûlante,burning_hate
terreur invisible,unseen_dread
proie de dynar,prey_of_dynar
bourrasque de l'égide,aegis_gale
recharge des spires,coil_recharge
gastro,gastro
dentelure higasa,higasa_serration
pression amanata,amanata_pressure
griffes empoisonnées,sepsis_claws
griffes brûlantes,burning_claws
griffes électriques,shocking_claws
griffes glaçantes,chilling_claws
posture assassine,assassin_posture
posture frénétique,frenzied_posture
posture protectrice,protector_posture
posture persistante,persistent_posture
posture insaisissable,elusive_posture
posture équilibrée,balanced_posture
récupérateur débrouillard,resourceful_retriever
récupérateur fidèle,loyal_retriever
récupérateur prospère,prosperous_retriever
conditionnement de précision,precision_conditioning
résistance immunitaire,immunity_resistance
frappe magnétique,magnetic_strike
son de cloche,bell_ringer
soif de sang,bloodthirst
conditionnement de neutralisation,disabling_conditioning
loi de la jungle,cull_the_weak
conditionnement brut,brute_conditioning
acier galvanisé,galvanized_steel
réflexe galvanisé,galvanized_reflex
elémentaliste galvanisé,galvanized_elementalist
relique lith d6,lith_d6_relic
relique meso h8,meso_h8_relic
relique neo c5,neo_c5_relic
relique neo k8,neo_k8_relic
relique axi g13,axi_g13_relic
relique axi n11,axi_n11_relic
xaku prime - set,xaku_prime_set
xaku prime (schéma),xaku_prime_blueprint
xaku prime - neuroptiques (schéma),xaku_prime_neuroptics_blueprint
xaku prime - châssis (schéma),xaku_prime_chassis_blueprint
xaku prime - systèmes (schéma),xaku_prime_systems_blueprint
trumna prime - set,trumna_prime_set
trumna prime (schéma),trumna_prime_blueprint
trumna prime - canon,trumna_prime_barrel
trumna prime - culasse,trumna_prime_receiver
trumna prime - crosse,trumna_prime_stock
quassus prime - set,quassus_prime_set
quassus prime (schéma),quassus_prime_blueprint
quassus prime - garde,quassus_prime_handle
quassus prime - lame,quassus_prime_blade
relique axi a19,axi_a19_relic
relique axi g14,axi_g14_relic
relique axi h8,axi_h8_relic
relique axi t12,axi_t12_relic
relique neo w2,neo_w2_relic
relique neo g8,neo_g8_relic
relique neo q1,neo_q1_relic
relique neo l4,neo_l4_relic
relique meso v10,meso_v10_relic
relique meso t7,meso_t7_relic
relique meso e6,meso_e6_relic
relique meso g8,meso_g8_relic
relique lith m9,lith_m9_relic
relique lith g13,lith_g13_relic
relique lith n16,lith_n16_relic
relique lith x1,lith_x1_relic
arcane crépusculaire,arcane_crepuscular
arcane impetus,arcane_impetus
croix primaire,primary_crux
énervement secondaire,secondary_enervate
mêlée téméraire,melee_doughty
arcane camisado,arcane_camisado
arcane belliqueux,arcane_bellicose
arcane truculence,arcane_truculence
simulacre de la rotonde du centre commercial,mall_rotunda_simulacrum
simulacre de la cour de höllvanie,höllvanian_courtyard_simulacrum
scène de la terrasse höllvanienne en été,höllvanian_terrace_in_summer
scène du magasin d'électronique tech titan,tech_titan_electronics_store
scène de l'intersection höllvanienne en hiver,höllvanian_intersection_in_winter
métro du centre commercial central de höllvanie,höllvania_central_mall_subway
scène des immeubles höllvaniens en été,höllvanian_tenements_in_summer
scène du quartier historique de höllvanie au printemps,höllvanian_historic_quarter_in_spring
scène de la vieille ville de höllvanie en automne,höllvanian_old_town_in_fall
scène de l'arcade orbite,orbit_arcade
scène de l'arrière-salle du centre commercial,central_mall_backroom
bordure magnétique,magnetic_welt
mitraillage magnétique,magnetic_strafe
griffes radon,radon_claws
griffes magnétiques,magnetic_claws
précision primaire,primary_acuity
dentelure spectrale,spectral_serration
capacité magnétique,magnetic_capacity
précision de pistolet,pistol_acuity
fusillade impitoyable,merciless_gunfight
ruée magnétique,magnetic_rush
camaraderie digne,worthy_comradery
colère de l'invocateur,summoner’s_wrath
cycle magnétisé,magnetized_cycle
noyau magnétisé,magnetized_core
reconifex - set,reconifex_set
reconifex - canon,reconifex_barrel
reconifex - culasse,reconifex_receiver
reconifex - crosse,reconifex_stock
vesper 77 - set,vesper_77_set
vesper 77 - canon,vesper_77_barrel
vesper 77 - culasse,vesper_77_receiver
vesper 77 - poignée,vesper_77_handle
cedo prime - set,cedo_prime_set
cedo prime (schéma),cedo_prime_blueprint
cedo prime - culasse,cedo_prime_receiver
cedo prime - canon,cedo_prime_barrel
cedo prime - crosse,cedo_prime_stock
doubles zorens prime - set,dual_zoren_prime_set
doubles zorens prime (schéma),dual_zoren_prime_blueprint
doubles zorens prime - manche,dual_zoren_prime_handle
doubles zorens prime - lame,dual_zoren_prime_blade
lavos prime - set,lavos_prime_set
lavos prime (schéma),lavos_prime_blueprint
lavos prime - neuroptiques (schéma),lavos_prime_neuroptics_blueprint
lavos prime - châssis (schéma),lavos_prime_chassis_blueprint
lavos prime - systèmes (schéma),lavos_prime_systems_blueprint
relique axi p9,axi_p9_relic
relique axi m6,axi_m6_relic
relique axi z2,axi_z2_relic
relique axi f3,axi_f3_relic
relique axi p8,axi_p8_relic
relique neo d9,neo_d9_relic
relique neo t9,neo_t9_relic
relique neo x1,neo_x1_relic
relique neo c6,neo_c6_relic
relique meso a8,meso_a8_relic
relique lith s16,lith_s16_relic
relique lith a7,lith_a7_relic
relique lith q1,lith_q1_relic
relique lith l5,lith_l5_relic
relique meso p15,meso_p15_relic
munitions biotiques,biotic_rounds
gaz au plomb,leaded_gas
relique lith s17,lith_s17_relic
relique meso s15,meso_s15_relic
relique meso m5,meso_m5_relic
relique neo n19,neo_n19_relic
relique neo s19,neo_s19_relic
relique axi n12,axi_n12_relic
vermifuge,worm_away
trojan tracker,trojan_tracker
sécurité souple,soft_safe
anti-v,anti_v
sécuroctet,byteryte
c du propre,keep_clean
le nettoyeur,drive_duster
police informatique,computer_cop
correction rapide,quick_correct
bouclier immunitaire,immuno_shield
sécurité instantanée,instant_secure
bloqueur de menaces,threat_blocker
protection turbo,turbo_protect
scène du stade du technocyte coda,technocyte_coda_stadium_scene
porte cataclysmique,cataclysmic_gate
fortune d'omikuji,omikujis_fortune
sphère conductrice,conductive_sphere
fusion du creuset,fused_crucible
arcane retour,arcane_escapist
arcane tonnerre de feu,arcane_hot_shot
arcane retombées universelles,arcane_universal_fallout
riot-848 - set,riot_848_set
riot-848 - canon (schéma),riot_848_barrel
riot-848 - culasse (schéma),riot_848_receiver
riot-848 - crosse (schéma),riot_848_stock
purgator 1 - set,purgator_1_set
purgator 1 - canon,purgator_1_barrel
purgator 1 - culasse,purgator_1_receiver
purgator 1 - crosse,purgator_1_stock
efv-5 jupiter - set,efv_5_jupiter_set
efv-5 jupiter - canon,efv_5_jupiter_barrel
efv-5 jupiter - culasse,efv_5_jupiter_receiver
efv-5 jupiter - crosse,efv_5_jupiter_stock
efv-8 mars - set,efv_8_mars_set
efv-8 mars - canon,efv_8_mars_barrel
efv-8 mars - culasse,efv_8_mars_receiver
efv-8 mars - crosse,efv_8_mars_stock
doubles viciss - set,dual_viciss_set
doubles viciss - lame,dual_viciss_blade
doubles viciss - poignée,dual_viciss_hilt
mains stables accrues,primed_steady_hands
stabilisateur accru,primed_stabilizer
contrepoids accru,primed_counterbalance
relique lith a8,lith_a8_relic
relique lith q2,lith_q2_relic
relique lith y1,lith_y1_relic
relique lith z4,lith_z4_relic
relique meso k7,meso_k7_relic
relique meso p16,meso_p16_relic
relique neo a14,neo_a14_relic
relique neo d10,neo_d10_relic
relique neo g9,neo_g9_relic
relique axi n13,axi_n13_relic
relique axi v12,axi_v12_relic
relique axi y1,axi_y1_relic
yareli prime - set,yareli_prime_set
yareli prime (schéma),yareli_prime_blueprint
yareli prime - neuroptiques (schéma),yareli_prime_neuroptics_blueprint
yareli prime - châssis (schéma),yareli_prime_chassis_blueprint
yareli prime - systèmes (schéma),yareli_prime_systems_blueprint
daikyu prime - set,daikyu_prime_set
daikyu prime (schéma),daikyu_prime_blueprint
daikyu prime - partie inférieure,daikyu_prime_lower_limb
daikyu prime - partie supérieure,daikyu_prime_upper_limb
daikyu prime - prise,daikyu_prime_grip
daikyu prime - corde,daikyu_prime_string
kompressa prime - set,kompressa_prime_set
kompressa prime (schéma),kompressa_prime_blueprint
kompressa prime - canon,kompressa_prime_barrel
kompressa prime - culasse,kompressa_prime_reciever
relique axi c9,axi_c9_relic
scène du sous-sol höllvanien effondré,höllvanian_collapsed_underground_scene
scène de l'aire de jeux de lavos,lavos_playplace_scene
scène de jonction du métro höllvanien,höllvanian_subway_junction_scene
relique lith t13,lith_t13_relic
relique lith a9,lith_a9_relic
relique meso r6,meso_r6_relic
relique neo p8,neo_p8_relic
relique axi b9,axi_b9_relic
relique meso t8,meso_t8_relic
relique lith m10,lith_m10_relic
points douloureux,pain_points
singularité spontanée,spontaneous_singularity
récompense volatile,volatile_recompense
compagnon prismatique,prismatic_companion
mortier sentient,razor_mortar
jugement de jade,jades_judgment
châtie-murmure accru,primed_smite_the_murmur
scène arène octopède,octopede_arena_scene
scène îlot nuageux toile insulaire,isleweaver_cloud_islet_scene
scène atoll toile insulaire,isleweaver_drift_atoll_scene
scène débarcadère de l'érudit,scholars_landing_scene
scène de la salle du trône de duviri,duviri_throne_room_scene
scène de la scène de la place du solstice,solstice_square_stage_scene
scène pénitencier de kullervo,kullervos_hold_scene
expulse-murmure accru,primed_expel_the_murmur
purifie-murmures accru,primed_cleanse_the_murmur
caliban prime - set,caliban_prime_set
caliban prime (schéma),caliban_prime_blueprint
caliban prime - neuroptiques (schéma),caliban_prime_neuroptics_blueprint
caliban prime - châssis (schéma),caliban_prime_chassis_blueprint
caliban prime - systèmes (schéma),caliban_prime_systems_blueprint
vadarya prime - set,vadarya_prime_set
vadarya prime (schéma),vadarya_prime_blueprint
vadarya prime - canon,vadarya_prime_barrel
vadarya prime - culasse,vadarya_prime_receiver
vadarya prime - crosse,vadarya_prime_stock
venato prime - set,venato_prime_set
venato prime (schéma),venato_prime_blueprint
venato prime - lame,venato_prime_blade
venato prime - manche,venato_prime_handle
relique axi y2,axi_o7_relic
relique axi c10,axi_c10_relic
relique axi v13,axi_v13_relic
relique axi s18,axi_s18_relic
relique neo a15,neo_a15_relic
relique meso g9,meso_g9_relic
relique meso v12,meso_v12_relic
relique meso v11,meso_v11_relic
relique meso l3,meso_l3_relic
relique lith k12,lith_k12_relic
relique lith a10,lith_a10_relic
relique lith e2,lith_e2_relic
relique lith o4,lith_o4_relic
relique lith n17,lith_n17_relic
relique lith c13,lith_c13_relic
chargeur helminth (empreinte),helminth_charger_imprint
fléau des murmures accru,primed_bane_of_the_murmur
transmutation persistante,lingering_transmutation
faille intemporelle,untime_rift
létalité de tharros,tharros_lethality
spirale de spires inversée,reverse_rotorswell
sculpture ayatan chattraka,ayatan_chattraka_sculpture
scène base avancée des souterrains,deepmines_forward_base_scene
scène souterrains,deepmines_scene
scène grotte des souterrains,deepmines_caves_scene
scène laboratoire des souterrains,deepmines_lab_scene
scène centre de traitement des nutriments des souterrains,deepmines_nutrient_plant_scene
scène cinq augures,five_fates_scene
scène dojo du professeur,the_teacher_dojo_scene
scène terre du professeur,the_teacher_earth_scene
scène réacteur du professeur,the_teacher_reactor_scene
scène vaisseau du professeur,the_teacher_ship_scene
fin particulière,peculiar_end
coup mortel redoutable,dreadful_killshot
relique axi s19,axi_s19_relic
relique axi w4,axi_w4_relic
relique neo h4,neo_h4_relic
relique meso g10,meso_g10_relic
relique lith f3,lith_f3_relic
relique lith l6,lith_l6_relic
vigueur nécrophage,necrophagic_vigor
gyre prime - set,gyre_prime_set
gyre prime (schéma),gyre_prime_blueprint
gyre prime - neuroptiques (schéma),gyre_prime_neuroptics_blueprint
gyre prime - châssis (schéma),gyre_prime_chassis_blueprint
gyre prime - systèmes (schéma),gyre_prime_systems_blueprint
alternox prime - set,alternox_prime_set
alternox prime (schéma),alternox_prime_blueprint
alternox prime - canon,alternox_prime_barrel
alternox prime - culasse,alternox_prime_receiver
alternox prime - crosse,alternox_prime_stock
kestrel prime - set,kestrel_prime_set
kestrel prime (schéma),kestrel_prime_blueprint
kestrel prime - prise,kestrel_prime_grip
kestrel prime - lame,kestrel_prime_blade
relique axi t13,axi_t13_relic
relique axi a20,axi_a20_relic
relique neo t10,neo_t10_relic
relique neo o3,neo_o3_relic
relique neo c7,neo_c7_relic
relique neo p9,neo_p9_relic
relique neo k9,neo_k9_relic
relique meso x1,meso_x1_relic
relique meso a9,meso_a9_relic
relique meso y1,meso_y1_relic
relique meso v14,meso_v14_relic
relique meso p17,meso_p17_relic
relique meso v13,meso_v13_relic
relique lith g14,lith_g14_relic
relique lith n18,lith_n18_relic
relique lith d7,lith_d7_relic
arcane persistance,arcane_persistence
arcane expertise,arcane_expertise
arcane contournement,arcane_circumvent
rempart principal,primary_bulwark
surcharge - principale,primary_overcharge
irradiation - secondaire,secondary_irradiate
affaiblissement - principale,primary_debilitate
arcane concentration,arcane_concentration
enthousiasme de mêlée,melee_careen
pointe terrifiante,harrowing_spire
relique lith l7,lith_l7_relic
arène de l'oubli de roathe,roathes_oblivion_arena
scène de la chambre de lyon,lyons_room_scene
scène de la chambre de marie,maries_room_scene
scène de la cathédrale,la_cathédrale_scene
scène du belvédère de boro,boro_overlook_scene
scène du canon makvos,makvos_cannon_scene
scène du semoir de monde,world_seeder_scene
scène de la manifestation de perita,trauma_manifestation_arena
scène du fort tennadis,fort_tennadis_scene
ubri-kaneph,ubri_kaneph
sey-taph,sey_taph
lashta-vak,lashta_vak
empazu-shol,empazu_shol
metem-erun,metem_erun
da-ren,da_ren
ulashta-shol,ulashta_shol
sil-tabol,sil_tabol
evir-ti,evir_ti
yar dal,yar_dal
metem-hakh,metem_hakh
kaal-zidi,kaal_zidi
vikla-safor,vikla_safor
talsek-an,talsek_an
esti vel-ikha,esti_vel_ikha
hok-kaal,hok_kaal
omn-evi,omn_evi
lorun-tash,lorun_tash
vik-anam,vik_anam
hayan-dabor,hayan_dabor
relique avant-garde c1,vanguard_c1_relic
relique avant-garde p1,vanguard_p1_relic
relique avant-garde m1,vanguard_m1_relic
relique avant-garde e1,vanguard_e1_relic
chargeur venimeux accru,primed_venomous_clip
zid-an sek-eel,zid-an-sek-eel
zid-an asheir,zid-an-asheir
zid-an uskos,zid-an-uskos
zid-an haras,zid-an-haras
zid-an osbok,zid-an-osbok
chaîne de balles accrue,primed_ammo_chain
